Phylum,Class,Genus,number of occurrences
Streptophyta,Magnoliopsida,Hymenopappus,2
Streptophyta,Magnoliopsida,Hymenopus,15
Streptophyta,Magnoliopsida,Hymenosporum,1
Streptophyta,Magnoliopsida,Hymenostegia,10
Streptophyta,Magnoliopsida,Hyobanche,2
Streptophyta,Magnoliopsida,Hyoscyamus,135
Streptophyta,Magnoliopsida,Hyparrhenia,53
Streptophyta,Magnoliopsida,Hypecoum,3
Streptophyta,Magnoliopsida,Hypericum,240
Streptophyta,Magnoliopsida,Hypertelis,30
Streptophyta,Magnoliopsida,Hypochaeris,13
Streptophyta,Magnoliopsida,Hypolytrum,3
Streptophyta,Magnoliopsida,Hypoxis,17
Streptophyta,Magnoliopsida,Hypsela,7
Streptophyta,Magnoliopsida,Hypseocharis,68
Streptophyta,Magnoliopsida,Iberis,37
Streptophyta,Magnoliopsida,Icacina,14
Streptophyta,Magnoliopsida,Ichnanthus,4
Streptophyta,Magnoliopsida,Ichthyothere,1
Streptophyta,Magnoliopsida,Idahoa,1
Streptophyta,Magnoliopsida,Idesia,28
Streptophyta,Magnoliopsida,Idiospermum,10
Streptophyta,Magnoliopsida,Iguanura,4
Streptophyta,Magnoliopsida,Ikonnikovia,5
Streptophyta,Magnoliopsida,Ilex,268
Streptophyta,Magnoliopsida,Illicium,95
Streptophyta,Magnoliopsida,Illigera,4
Streptophyta,Magnoliopsida,Impatiens,43
Streptophyta,Magnoliopsida,Imperata,9
Streptophyta,Magnoliopsida,Incarvillea,43
Streptophyta,Magnoliopsida,Indigofera,11
Streptophyta,Magnoliopsida,Indocalamus,105
Streptophyta,Magnoliopsida,Indofevillea,3
Streptophyta,Magnoliopsida,Indosasa,38
Streptophyta,Magnoliopsida,Inga,4
Streptophyta,Magnoliopsida,Inula,8
Streptophyta,Magnoliopsida,Inversodicraea,1
Streptophyta,Magnoliopsida,Iochroma,6
Streptophyta,Magnoliopsida,Iodes,35
Streptophyta,Magnoliopsida,Ionopsidium,1
Streptophyta,Magnoliopsida,Ionopsis,39
Streptophyta,Magnoliopsida,Ipheion,1
Streptophyta,Magnoliopsida,Iphigenia,4
Streptophyta,Magnoliopsida,Ipomoea,1237
Streptophyta,Magnoliopsida,Ipomopsis,73
Streptophyta,Magnoliopsida,Iriartea,90
Streptophyta,Magnoliopsida,Iris,229
Streptophyta,Magnoliopsida,Irvingia,2
Streptophyta,Magnoliopsida,Isachne,3
Streptophyta,Magnoliopsida,Isatis,40
Streptophyta,Magnoliopsida,Ischaemum,25
Streptophyta,Magnoliopsida,Iseilema,1
Streptophyta,Magnoliopsida,Isertia,5
Streptophyta,Magnoliopsida,Ismelia,5
Streptophyta,Magnoliopsida,Isodon,62
Streptophyta,Magnoliopsida,Isolepis,12
Streptophyta,Magnoliopsida,Isonema,5
Streptophyta,Magnoliopsida,Itoa,48
Streptophyta,Magnoliopsida,Itzaea,4
Streptophyta,Magnoliopsida,Ixerba,1
Streptophyta,Magnoliopsida,Ixeridium,5
Streptophyta,Magnoliopsida,Ixeris,1
Streptophyta,Magnoliopsida,Ixiolirion,5
Streptophyta,Magnoliopsida,Ixonanthes,18
Streptophyta,Magnoliopsida,Ixora,157
Streptophyta,Magnoliopsida,Jacaranda,1
Streptophyta,Magnoliopsida,Jacaratia,2
Streptophyta,Magnoliopsida,Jackiopsis,4
Streptophyta,Magnoliopsida,Jacobaea,8
Streptophyta,Magnoliopsida,Jacquemontia,85
Streptophyta,Magnoliopsida,Jaegeria,34
Streptophyta,Magnoliopsida,Jaltomata,1
Streptophyta,Magnoliopsida,Jamesbrittenia,1
Streptophyta,Magnoliopsida,Jansenella,19
Streptophyta,Magnoliopsida,Japonolirion,2
Streptophyta,Magnoliopsida,Jarava,1
Streptophyta,Magnoliopsida,Jasione,3
Streptophyta,Magnoliopsida,Jasminanthes,1
Streptophyta,Magnoliopsida,Jasminum,23
Streptophyta,Magnoliopsida,Jatropha,267
Streptophyta,Magnoliopsida,Johannesteijsmannia,10
Streptophyta,Magnoliopsida,Joinvillea,9
Streptophyta,Magnoliopsida,Jordaaniella,3
Streptophyta,Magnoliopsida,Jovellana,5
Streptophyta,Magnoliopsida,Juanulloa,1
Streptophyta,Magnoliopsida,Juglans,729
Streptophyta,Magnoliopsida,Julbernardia,2
Streptophyta,Magnoliopsida,Juncus,373
Streptophyta,Magnoliopsida,Jupunba,95
Streptophyta,Magnoliopsida,Justicia,21
Streptophyta,Magnoliopsida,Kadsura,6
Streptophyta,Magnoliopsida,Kaempferia,35
Streptophyta,Magnoliopsida,Kalanchoe,54
Streptophyta,Magnoliopsida,Kali,1
Streptophyta,Magnoliopsida,Kalidium,7
Streptophyta,Magnoliopsida,Kaliphora,1
Streptophyta,Magnoliopsida,Kalmiopsis,1
Streptophyta,Magnoliopsida,Kalopanax,11
Streptophyta,Magnoliopsida,Kamettia,1
Streptophyta,Magnoliopsida,Kandelia,215
Streptophyta,Magnoliopsida,Karrabina,2
Streptophyta,Magnoliopsida,Kegeliella,1
Streptophyta,Magnoliopsida,Kengyilia,16
Streptophyta,Magnoliopsida,Kennedia,1
Streptophyta,Magnoliopsida,Kerria,4
Streptophyta,Magnoliopsida,Kewa,2
Streptophyta,Magnoliopsida,Khadia,1
Streptophyta,Magnoliopsida,Kickxia,2
Streptophyta,Magnoliopsida,Kiggelaria,3
Streptophyta,Magnoliopsida,Kihansia,2
Streptophyta,Magnoliopsida,Kingdonia,243
Streptophyta,Magnoliopsida,Kingia,20
Streptophyta,Magnoliopsida,Kirengeshoma,2
Streptophyta,Magnoliopsida,Kirganelia,2
Streptophyta,Magnoliopsida,Klainedoxa,67
Streptophyta,Magnoliopsida,Kniphofia,32
Streptophyta,Magnoliopsida,Knorringia,20
Streptophyta,Magnoliopsida,Koeleria,1
Streptophyta,Magnoliopsida,Koelreuteria,10
Streptophyta,Magnoliopsida,Kohautia,5
Streptophyta,Magnoliopsida,Kolkwitzia,4
Streptophyta,Magnoliopsida,Kopsia,127
Streptophyta,Magnoliopsida,Korthalsella,10
Streptophyta,Magnoliopsida,Korthalsia,5
Streptophyta,Magnoliopsida,Kosteletzkya,3
Streptophyta,Magnoliopsida,Kotschya,17
Streptophyta,Magnoliopsida,Kozlovia,1
Streptophyta,Magnoliopsida,Krameria,14
Streptophyta,Magnoliopsida,Krascheninnikovia,2
Streptophyta,Magnoliopsida,Kuepferia,3
Streptophyta,Magnoliopsida,Kuhlhasseltia,1
Streptophyta,Magnoliopsida,Kummerowia,21
Streptophyta,Magnoliopsida,Kuntheria,1
Streptophyta,Magnoliopsida,Kupea,10
Streptophyta,Magnoliopsida,Kuruna,7
Streptophyta,Magnoliopsida,Lablab,18
Streptophyta,Magnoliopsida,Laburnum,96
Streptophyta,Magnoliopsida,Lacandonia,3
Streptophyta,Magnoliopsida,Laccosperma,13
Streptophyta,Magnoliopsida,Lachnaea,4
Streptophyta,Magnoliopsida,Lachnocaulon,14
Streptophyta,Magnoliopsida,Lachnostylis,1
Streptophyta,Magnoliopsida,Lacistema,1
Streptophyta,Magnoliopsida,Lactuca,944
Streptophyta,Magnoliopsida,Lacunaria,1
Streptophyta,Magnoliopsida,Ladakiella,11
Streptophyta,Magnoliopsida,Ladeania,9
Streptophyta,Magnoliopsida,Laestadia,1
Streptophyta,Magnoliopsida,Lagarosiphon,40
Streptophyta,Magnoliopsida,Lagenaria,56
Streptophyta,Magnoliopsida,Lagerstroemia,54
Streptophyta,Magnoliopsida,Lagotis,1
Streptophyta,Magnoliopsida,Lagunaria,3
Streptophyta,Magnoliopsida,Laguncularia,4
Streptophyta,Magnoliopsida,Lagurus,1
Streptophyta,Magnoliopsida,Lallemantia,1
Streptophyta,Magnoliopsida,Lamanonia,1
Streptophyta,Magnoliopsida,Lamarckia,1
Streptophyta,Magnoliopsida,Lamium,59
Streptophyta,Magnoliopsida,Lamourouxia,7
Streptophyta,Magnoliopsida,Lampranthus,36
Streptophyta,Magnoliopsida,Lamprocapnos,19
Streptophyta,Magnoliopsida,Lamprothamnus,1
Streptophyta,Magnoliopsida,Lanaria,1
Streptophyta,Magnoliopsida,Lancea,1
Streptophyta,Magnoliopsida,Landoltia,28
Streptophyta,Magnoliopsida,Lankesterella,1
Streptophyta,Magnoliopsida,Lannea,2
Streptophyta,Magnoliopsida,Lanonia,28
Streptophyta,Magnoliopsida,Lantana,3
Streptophyta,Magnoliopsida,Lanxangia,1
Streptophyta,Magnoliopsida,Lapageria,161
Streptophyta,Magnoliopsida,Lapiedra,1
Streptophyta,Magnoliopsida,Lapsanastrum,1
Streptophyta,Magnoliopsida,Lardizabala,1
Streptophyta,Magnoliopsida,Larrea,14
Streptophyta,Magnoliopsida,Lasia,4
Streptophyta,Magnoliopsida,Lasiacis,7
Streptophyta,Magnoliopsida,Lasianthaea,1
Streptophyta,Magnoliopsida,Lasianthus,7
Streptophyta,Magnoliopsida,Lasiococca,13
Streptophyta,Magnoliopsida,Lasiopetalum,1
Streptophyta,Magnoliopsida,Lasthenia,23
Streptophyta,Magnoliopsida,Lathraea,14
Streptophyta,Magnoliopsida,Lathrocasis,12
Streptophyta,Magnoliopsida,Lathyrus,261
Streptophyta,Magnoliopsida,Laurus,1
Streptophyta,Magnoliopsida,Lavandula,61
Streptophyta,Magnoliopsida,Lavigeria,28
Streptophyta,Magnoliopsida,Laxoplumeria,1
Streptophyta,Magnoliopsida,Leavenworthia,25
Streptophyta,Magnoliopsida,Lecointea,1
Streptophyta,Magnoliopsida,Lecomtella,1
Streptophyta,Magnoliopsida,Lecythis,3
Streptophyta,Magnoliopsida,Ledebouria,1
Streptophyta,Magnoliopsida,Ledermanniella,1
Streptophyta,Magnoliopsida,Leea,5
Streptophyta,Magnoliopsida,Leersia,34
Streptophyta,Magnoliopsida,Leeuwenbergia,9
Streptophyta,Magnoliopsida,Legenere,4
Streptophyta,Magnoliopsida,Leibnitzia,2
Streptophyta,Magnoliopsida,Leichhardtia,2
Streptophyta,Magnoliopsida,Leiospora,11
Streptophyta,Magnoliopsida,Leipoldtia,29
Streptophyta,Magnoliopsida,Leitneria,1
Streptophyta,Magnoliopsida,Lemna,189
Streptophyta,Magnoliopsida,Lennoa,2
Streptophyta,Magnoliopsida,Lens,83
Streptophyta,Magnoliopsida,Leontice,1
Streptophyta,Magnoliopsida,Leontodon,5
Streptophyta,Magnoliopsida,Lepechinia,11
Streptophyta,Magnoliopsida,Lepidagathis,2
Streptophyta,Magnoliopsida,Lepidium,128
Streptophyta,Magnoliopsida,Lepidobotrys,9
Streptophyta,Magnoliopsida,Lepidostemon,2
Streptophyta,Magnoliopsida,Lepiniopsis,4
Streptophyta,Magnoliopsida,Lepionurus,6
Streptophyta,Magnoliopsida,Leptaleum,1
Streptophyta,Magnoliopsida,Leptobalanus,7
Streptophyta,Magnoliopsida,Leptocereus,5
Streptophyta,Magnoliopsida,Leptochloa,3
Streptophyta,Magnoliopsida,Leptolaena,1
Streptophyta,Magnoliopsida,Leptonychia,2
Streptophyta,Magnoliopsida,Leptopus,4
Streptophyta,Magnoliopsida,Leptopyrum,1
Streptophyta,Magnoliopsida,Leptotes,1
Streptophyta,Magnoliopsida,Lepturus,1
Streptophyta,Magnoliopsida,Lepuropetalon,1
Streptophyta,Magnoliopsida,Leretia,3
Streptophyta,Magnoliopsida,Lesia,8
Streptophyta,Magnoliopsida,Lespedeza,311
Streptophyta,Magnoliopsida,Lessertia,5
Streptophyta,Magnoliopsida,Leucadendron,25
Streptophyta,Magnoliopsida,Leucaena,17
Streptophyta,Magnoliopsida,Leucanthemum,2
Streptophyta,Magnoliopsida,Leucas,8
Streptophyta,Magnoliopsida,Leucocasia,39
Streptophyta,Magnoliopsida,Leucocoryne,1
Streptophyta,Magnoliopsida,Leucocrinum,2
Streptophyta,Magnoliopsida,Leucojum,5
Streptophyta,Magnoliopsida,Leucomeris,3
Streptophyta,Magnoliopsida,Leucomphalos,5
Streptophyta,Magnoliopsida,Leucophyllum,1
Streptophyta,Magnoliopsida,Leucopogon,3
Streptophyta,Magnoliopsida,Leucosceptrum,4
Streptophyta,Magnoliopsida,Leucosyris,61
Streptophyta,Magnoliopsida,Leucothoe,1
Streptophyta,Magnoliopsida,Leuenbergeria,48
Streptophyta,Magnoliopsida,Leuzea,9
Streptophyta,Magnoliopsida,Lewisia,20
Streptophyta,Magnoliopsida,Lewisiopsis,7
Streptophyta,Magnoliopsida,Leycesteria,4
Streptophyta,Magnoliopsida,Leymus,157
Streptophyta,Magnoliopsida,Liatris,1
Streptophyta,Magnoliopsida,Libidibia,2
Streptophyta,Magnoliopsida,Licania,36
Streptophyta,Magnoliopsida,Licuala,67
Streptophyta,Magnoliopsida,Ligularia,40
Streptophyta,Magnoliopsida,Ligusticum,8
Streptophyta,Magnoliopsida,Ligustrum,17
Streptophyta,Magnoliopsida,Lijndenia,32
Streptophyta,Magnoliopsida,Lilium,890
Streptophyta,Magnoliopsida,Limeum,18
Streptophyta,Magnoliopsida,Limnobium,8
Streptophyta,Magnoliopsida,Limnocharis,18
Streptophyta,Magnoliopsida,Limnophyton,3
Streptophyta,Magnoliopsida,Limodorum,1
Streptophyta,Magnoliopsida,Limonium,156
Streptophyta,Magnoliopsida,Linanthus,33
Streptophyta,Magnoliopsida,Linaria,8
Streptophyta,Magnoliopsida,Lindenbergia,2
Streptophyta,Magnoliopsida,Lindera,215
Streptophyta,Magnoliopsida,Lindernia,60
Streptophyta,Magnoliopsida,Linderniella,2
Streptophyta,Magnoliopsida,Lindleya,1
Streptophyta,Magnoliopsida,Linnaea,9
Streptophyta,Magnoliopsida,Linnaeosicyos,2
Streptophyta,Magnoliopsida,Linochilus,3
Streptophyta,Magnoliopsida,Linospadix,4
Streptophyta,Magnoliopsida,Linum,265
Streptophyta,Magnoliopsida,Liparis,46
Streptophyta,Magnoliopsida,Liparophyllum,4
Streptophyta,Magnoliopsida,Lippia,351
Streptophyta,Magnoliopsida,Liquidambar,34
Streptophyta,Magnoliopsida,Liriodendron,136
Streptophyta,Magnoliopsida,Liriope,6
Streptophyta,Magnoliopsida,Litchi,38
Streptophyta,Magnoliopsida,Lithachne,2
Streptophyta,Magnoliopsida,Lithocarpus,135
Streptophyta,Magnoliopsida,Lithophragma,31
Streptophyta,Magnoliopsida,Lithospermum,244
Streptophyta,Magnoliopsida,Lithotoma,2
Streptophyta,Magnoliopsida,Litsea,544
Streptophyta,Magnoliopsida,Littorella,2
Streptophyta,Magnoliopsida,Livistona,89
Streptophyta,Magnoliopsida,Lloydia,1
Streptophyta,Magnoliopsida,Loasa,1
Streptophyta,Magnoliopsida,Lobelia,152
Streptophyta,Magnoliopsida,Lobularia,5
Streptophyta,Magnoliopsida,Lodoicea,1
Streptophyta,Magnoliopsida,Logania,106
Streptophyta,Magnoliopsida,Lolium,489
Streptophyta,Magnoliopsida,Lomandra,27
Streptophyta,Magnoliopsida,Lomatium,1
Streptophyta,Magnoliopsida,Lomatogoniopsis,11
Streptophyta,Magnoliopsida,Lomelosia,7
Streptophyta,Magnoliopsida,Lonchocarpus,1
Streptophyta,Magnoliopsida,Lonicera,466
Streptophyta,Magnoliopsida,Lopezia,48
Streptophyta,Magnoliopsida,Lophiocarpus,8
Streptophyta,Magnoliopsida,Lophiola,6
Streptophyta,Magnoliopsida,Lophiolepis,1
Streptophyta,Magnoliopsida,Lophira,5
Streptophyta,Magnoliopsida,Lophocereus,2
Streptophyta,Magnoliopsida,Lophophora,1
Streptophyta,Magnoliopsida,Lophophytum,9
Streptophyta,Magnoliopsida,Lophopyxis,5
Streptophyta,Magnoliopsida,Lophospermum,2
Streptophyta,Magnoliopsida,Loranthus,37
Streptophyta,Magnoliopsida,Lotus,414
Streptophyta,Magnoliopsida,Loudetia,2
Streptophyta,Magnoliopsida,Loudetiopsis,2
Streptophyta,Magnoliopsida,Lovoa,1
Streptophyta,Magnoliopsida,Lozanella,2
Streptophyta,Magnoliopsida,Lozania,1
Streptophyta,Magnoliopsida,Ludisia,1
Streptophyta,Magnoliopsida,Ludovia,4
Streptophyta,Magnoliopsida,Ludwigia,21
Streptophyta,Magnoliopsida,Luetkea,1
Streptophyta,Magnoliopsida,Luffa,29
Streptophyta,Magnoliopsida,Luisia,1
Streptophyta,Magnoliopsida,Lumnitzera,50
Streptophyta,Magnoliopsida,Lupinus,709
Streptophyta,Magnoliopsida,Luronium,7
Streptophyta,Magnoliopsida,Lutheria,7
Streptophyta,Magnoliopsida,Luziola,8
Streptophyta,Magnoliopsida,Luzula,152
Streptophyta,Magnoliopsida,Lycianthes,1
Streptophyta,Magnoliopsida,Lycium,145
Streptophyta,Magnoliopsida,Lycoris,116
Streptophyta,Magnoliopsida,Lygeum,3
Streptophyta,Magnoliopsida,Lygodesmia,1
Streptophyta,Magnoliopsida,Lysiandra,1
Streptophyta,Magnoliopsida,Lysimachia,24
Streptophyta,Magnoliopsida,Lythrum,11
Streptophyta,Magnoliopsida,Maackia,12
Streptophyta,Magnoliopsida,Mabea,2
Streptophyta,Magnoliopsida,Maburea,2
Streptophyta,Magnoliopsida,Macadamia,244
Streptophyta,Magnoliopsida,Macaranga,55
Streptophyta,Magnoliopsida,Macarthuria,42
Streptophyta,Magnoliopsida,Macbridea,1
Streptophyta,Magnoliopsida,Machilus,114
Streptophyta,Magnoliopsida,Mackinlaya,2
Streptophyta,Magnoliopsida,Macleaya,279
Streptophyta,Magnoliopsida,Maclura,21
Streptophyta,Magnoliopsida,Macodes,15
Streptophyta,Magnoliopsida,Macrolobium,1
Streptophyta,Magnoliopsida,Macromeles,6
Streptophyta,Magnoliopsida,Macropharynx,1
Streptophyta,Magnoliopsida,Macrosolen,13
Streptophyta,Magnoliopsida,Maerua,8
Streptophyta,Magnoliopsida,Maesa,37
Streptophyta,Magnoliopsida,Maesopsis,1
Streptophyta,Magnoliopsida,Magnistipula,1
Streptophyta,Magnoliopsida,Magnolia,194
Streptophyta,Magnoliopsida,Maianthemum,2
Streptophyta,Magnoliopsida,Maihuenia,1
Streptophyta,Magnoliopsida,Maihueniopsis,5
Streptophyta,Magnoliopsida,Malania,32
Streptophyta,Magnoliopsida,Malesherbia,8
Streptophyta,Magnoliopsida,Mallotus,120
Streptophyta,Magnoliopsida,Malpighia,84
Streptophyta,Magnoliopsida,Malus,856
Streptophyta,Magnoliopsida,Malva,53
Streptophyta,Magnoliopsida,Malvastrum,5
Streptophyta,Magnoliopsida,Mammea,22
Streptophyta,Magnoliopsida,Mammillaria,15
Streptophyta,Magnoliopsida,Mandevilla,8
Streptophyta,Magnoliopsida,Mandirola,14
Streptophyta,Magnoliopsida,Mandragora,289
Streptophyta,Magnoliopsida,Manekia,11
Streptophyta,Magnoliopsida,Mangifera,240
Streptophyta,Magnoliopsida,Manicaria,2
Streptophyta,Magnoliopsida,Manihot,324
Streptophyta,Magnoliopsida,Manilkara,4
Streptophyta,Magnoliopsida,Mansonia,4
Streptophyta,Magnoliopsida,Mapania,2
Streptophyta,Magnoliopsida,Mappianthus,6
Streptophyta,Magnoliopsida,Maprounea,1
Streptophyta,Magnoliopsida,Maquira,1
Streptophyta,Magnoliopsida,Maranta,8
Streptophyta,Magnoliopsida,Marathrum,12
Streptophyta,Magnoliopsida,Marcgravia,5
Streptophyta,Magnoliopsida,Maripa,52
Streptophyta,Magnoliopsida,Markea,1
Streptophyta,Magnoliopsida,Markhamia,18
Streptophyta,Magnoliopsida,Marsdenia,155
Streptophyta,Magnoliopsida,Marshallia,3
Streptophyta,Magnoliopsida,Martellidendron,1
Streptophyta,Magnoliopsida,Masdevallia,2
Streptophyta,Magnoliopsida,Massonia,2
Streptophyta,Magnoliopsida,Matelea,8
Streptophyta,Magnoliopsida,Mathurina,1
Streptophyta,Magnoliopsida,Matricaria,3
Streptophyta,Magnoliopsida,Matthiola,14
Streptophyta,Magnoliopsida,Maundia,20
Streptophyta,Magnoliopsida,Maurandya,2
Streptophyta,Magnoliopsida,Mauritia,2
Streptophyta,Magnoliopsida,Mayaca,1
Streptophyta,Magnoliopsida,Maytenus,1
Streptophyta,Magnoliopsida,Mazus,5
Streptophyta,Magnoliopsida,Mecardonia,1
Streptophyta,Magnoliopsida,Meconopsis,90
Streptophyta,Magnoliopsida,Medeola,84
Streptophyta,Magnoliopsida,Medicago,887
Streptophyta,Magnoliopsida,Medinilla,10
Streptophyta,Magnoliopsida,Medusagyne,7
Streptophyta,Magnoliopsida,Medusandra,1
Streptophyta,Magnoliopsida,Meeboldia,17
Streptophyta,Magnoliopsida,Meehania,2
Streptophyta,Magnoliopsida,Megacarpaea,6
Streptophyta,Magnoliopsida,Megacorax,36
Streptophyta,Magnoliopsida,Megaleranthis,2
Streptophyta,Magnoliopsida,Megastylis,1
Streptophyta,Magnoliopsida,Megathyrsus,46
Streptophyta,Magnoliopsida,Meiogyne,1
Streptophyta,Magnoliopsida,Meistera,4
Streptophyta,Magnoliopsida,Melaleuca,25
Streptophyta,Magnoliopsida,Melampodium,4
Streptophyta,Magnoliopsida,Melampyrum,58
Streptophyta,Magnoliopsida,Melanophylla,26
Streptophyta,Magnoliopsida,Melastoma,92
Streptophyta,Magnoliopsida,Melhania,1
Streptophyta,Magnoliopsida,Melia,1
Streptophyta,Magnoliopsida,Melianthus,10
Streptophyta,Magnoliopsida,Melica,6
Streptophyta,Magnoliopsida,Melicope,6
Streptophyta,Magnoliopsida,Melicytus,10
Streptophyta,Magnoliopsida,Melilotus,37
Streptophyta,Magnoliopsida,Melinis,11
Streptophyta,Magnoliopsida,Meliosma,13
Streptophyta,Magnoliopsida,Melissa,12
Streptophyta,Magnoliopsida,Melittis,2
Streptophyta,Magnoliopsida,Melocalamus,1
Streptophyta,Magnoliopsida,Melocanna,1
Streptophyta,Magnoliopsida,Melodinus,3
Streptophyta,Magnoliopsida,Memecylon,16
Streptophyta,Magnoliopsida,Meniocus,1
Streptophyta,Magnoliopsida,Menodora,42
Streptophyta,Magnoliopsida,Menonvillea,6
Streptophyta,Magnoliopsida,Mentha,150
Streptophyta,Magnoliopsida,Mentzelia,347
Streptophyta,Magnoliopsida,Menyanthes,4
Streptophyta,Magnoliopsida,Mercurialis,2
Streptophyta,Magnoliopsida,Merendera,3
Streptophyta,Magnoliopsida,Merianthera,1
Streptophyta,Magnoliopsida,Merostachys,2
Streptophyta,Magnoliopsida,Mertensia,1
Streptophyta,Magnoliopsida,Merwilla,1
Streptophyta,Magnoliopsida,Merxmuellera,3
Streptophyta,Magnoliopsida,Mesanthemum,6
Streptophyta,Magnoliopsida,Mesechites,5
Streptophyta,Magnoliopsida,Mesembryanthemum,163
Streptophyta,Magnoliopsida,Mesogyne,1
Streptophyta,Magnoliopsida,Mesosetum,12
Streptophyta,Magnoliopsida,Mestoklema,1
Streptophyta,Magnoliopsida,Mesua,37
Streptophyta,Magnoliopsida,Metagentiana,9
Streptophyta,Magnoliopsida,Metanarthecium,1
Streptophyta,Magnoliopsida,Metastelma,5
Streptophyta,Magnoliopsida,Metrosideros,11
Streptophyta,Magnoliopsida,Metroxylon,44
Streptophyta,Magnoliopsida,Metteniusa,17
Streptophyta,Magnoliopsida,Metternichia,4
Streptophyta,Magnoliopsida,Mezobromelia,1
Streptophyta,Magnoliopsida,Mezoneuron,1
Streptophyta,Magnoliopsida,Miconia,41
Streptophyta,Magnoliopsida,Micranthemum,5
Streptophyta,Magnoliopsida,Micranthes,18
Streptophyta,Magnoliopsida,Micrantheum,1
Streptophyta,Magnoliopsida,Microcoelia,9
Streptophyta,Magnoliopsida,Microdesmis,12
Streptophyta,Magnoliopsida,Microlaena,5
Streptophyta,Magnoliopsida,Microlicia,7
Streptophyta,Magnoliopsida,Micromeles,21
Streptophyta,Magnoliopsida,Micromelum,7
Streptophyta,Magnoliopsida,Micromeria,556
Streptophyta,Magnoliopsida,Microstachys,6
Streptophyta,Magnoliopsida,Microstegium,5
Streptophyta,Magnoliopsida,Microsteris,15
Streptophyta,Magnoliopsida,Microthlaspi,246
Streptophyta,Magnoliopsida,Microula,3
Streptophyta,Magnoliopsida,Mida,91
Streptophyta,Magnoliopsida,Mikania,251
Streptophyta,Magnoliopsida,Milicia,1
Streptophyta,Magnoliopsida,Milla,1
Streptophyta,Magnoliopsida,Millettia,7
Streptophyta,Magnoliopsida,Mimetes,5
Streptophyta,Magnoliopsida,Mimosa,11
Streptophyta,Magnoliopsida,Mimulus,14
Streptophyta,Magnoliopsida,Mimusops,1
Streptophyta,Magnoliopsida,Minquartia,18
Streptophyta,Magnoliopsida,Miquelia,11
Streptophyta,Magnoliopsida,Mirabilis,48
Streptophyta,Magnoliopsida,Mirandea,7
Streptophyta,Magnoliopsida,Miscanthus,339
Streptophyta,Magnoliopsida,Mitchella,2
Streptophyta,Magnoliopsida,Mitella,37
Streptophyta,Magnoliopsida,Mitellastra,6
Streptophyta,Magnoliopsida,Mitragyna,70
Streptophyta,Magnoliopsida,Mitrasacme,46
Streptophyta,Magnoliopsida,Mitreola,131
Streptophyta,Magnoliopsida,Modiola,3
Streptophyta,Magnoliopsida,Moeroris,5
Streptophyta,Magnoliopsida,Mollugo,5
Streptophyta,Magnoliopsida,Molopanthera,2
Streptophyta,Magnoliopsida,Momordica,240
Streptophyta,Magnoliopsida,Monachather,2
Streptophyta,Magnoliopsida,Monanthes,2
Streptophyta,Magnoliopsida,Monanthocitrus,2
Streptophyta,Magnoliopsida,Monanthotaxis,5
Streptophyta,Magnoliopsida,Monarda,105
Streptophyta,Magnoliopsida,Monococcus,41
Streptophyta,Magnoliopsida,Monocostus,1
Streptophyta,Magnoliopsida,Monolophus,1
Streptophyta,Magnoliopsida,Monopsis,2
Streptophyta,Magnoliopsida,Monotropa,18
Streptophyta,Magnoliopsida,Monotropastrum,5
Streptophyta,Magnoliopsida,Monotropsis,8
Streptophyta,Magnoliopsida,Monsonia,157
Streptophyta,Magnoliopsida,Monstera,1
Streptophyta,Magnoliopsida,Monteverdia,4
Streptophyta,Magnoliopsida,Montia,1
Streptophyta,Magnoliopsida,Montinia,48
Streptophyta,Magnoliopsida,Montrichardia,1
Streptophyta,Magnoliopsida,Montrouziera,10
Streptophyta,Magnoliopsida,Moquiniella,2
Streptophyta,Magnoliopsida,Moraea,2
Streptophyta,Magnoliopsida,Morella,244
Streptophyta,Magnoliopsida,Morettia,2
Streptophyta,Magnoliopsida,Moricandia,34
Streptophyta,Magnoliopsida,Moriera,11
Streptophyta,Magnoliopsida,Morina,4
Streptophyta,Magnoliopsida,Morinda,3
Streptophyta,Magnoliopsida,Moringa,91
Streptophyta,Magnoliopsida,Mortoniodendron,3
Streptophyta,Magnoliopsida,Morus,419
Streptophyta,Magnoliopsida,Mostuea,154
Streptophyta,Magnoliopsida,Moullava,3
Streptophyta,Magnoliopsida,Moultonianthus,1
Streptophyta,Magnoliopsida,Mouriri,10
Streptophyta,Magnoliopsida,Mucuna,246
Streptophyta,Magnoliopsida,Muehlenbeckia,12
Streptophyta,Magnoliopsida,Muhlenbergia,4
Streptophyta,Magnoliopsida,Munronia,4
Streptophyta,Magnoliopsida,Muntingia,2
Streptophyta,Magnoliopsida,Munzothamnus,2
Streptophyta,Magnoliopsida,Muraltia,2
Streptophyta,Magnoliopsida,Murdannia,8
Streptophyta,Magnoliopsida,Murraya,31
Streptophyta,Magnoliopsida,Musa,1235
Streptophyta,Magnoliopsida,Musella,17
Streptophyta,Magnoliopsida,Mussaenda,114
Streptophyta,Magnoliopsida,Myodocarpus,1
Streptophyta,Magnoliopsida,Myoporum,113
Streptophyta,Magnoliopsida,Myosotis,2
Streptophyta,Magnoliopsida,Myosoton,4
Streptophyta,Magnoliopsida,Myosurus,1
Streptophyta,Magnoliopsida,Myoxanthus,2
Streptophyta,Magnoliopsida,Myrcia,5
Streptophyta,Magnoliopsida,Myrciaria,52
