Metagenome sample,Phylum,Class,percent_TPM,ASV sample,18S reads
zr2760_24,Annelida,Polychaeta,4.854478319563421e-06,CN18Sc10_2_eDNA,0.0029005289199794297
zr2760_27,Annelida,Polychaeta,1.0184069783390674e-05,CN18Sc14_2_eDNA,0.0024258626664685084
zr2760_26,Annelida,Polychaeta,7.686981544687912e-06,CN18Sc14_8_eDNA,0.0019325271934180885
zr2760_20,Annelida,Polychaeta,9.074370109961933e-06,CN18Sc15_2_eDNA,0.0026478375992937293
zr2760_77,Annelida,Polychaeta,1.472545837798472e-05,CN18Sc15_8_eDNA,0.0005629390312552643
zr2760_29,Annelida,Polychaeta,2.759962575626879e-05,CN18Sc18_2_eDNA,0.0025371979014361594
zr2760_43,Annelida,Polychaeta,1.7137353980399824e-05,CN18Sc18_8_eDNA,0.0010568031704092
zr2760_21,Annelida,Polychaeta,3.790915457530953e-05,CN18Sc27_2_eDNA,0.003216695433861466
zr2760_70,Annelida,Polychaeta,1.3895599572244589e-05,CN18Sc27_8_eDNA,0.0006007449237053
1903buk1_0m-1,Annelida,Polychaeta,0.0,CN19_Buck1_SN_0m_1,0.0015044380923724
1903buk1_0m-2,Annelida,Polychaeta,0.0001268939013273,CN19_Buck1_SN_0m_2,0.0091653265298719
1903buk2_0m-1,Annelida,Polychaeta,5.106696915454426e-05,CN19_Buck2_SN_0m_1,0.0023219172402354827
1903buk2_0m-2,Annelida,Polychaeta,9.329871981473932e-07,CN19_Buck2_SN_0m_2,0.0
1903buk3_0m-1,Annelida,Polychaeta,5.9765945872071305e-06,CN19_Buck3_SN_0m_1,1.4650726676043133e-05
1903buk4_0m-1,Annelida,Polychaeta,0.0,CN19_Buck4_SM_Night_0m_1,0.0001050972149238
1903buk4_0m-2,Annelida,Polychaeta,0.0,CN19_Buck4_SM_Night_0m_2,7.712053940308702e-05
1903_buk5-1,Annelida,Polychaeta,2.7589769906103575e-05,CN19_Buck5_0m_1,0.0
1903_buk5-2,Annelida,Polychaeta,2.0262719970908097e-05,CN19_Buck5_0m_2,4.14891851524036e-05
1903_buk6-1,Annelida,Polychaeta,9.260385798568288e-06,CN19_Buck6_Dav_Night_0m_1,0.0003889104950274614
1903_buk6-2,Annelida,Polychaeta,1.861987374070679e-05,CN19_Buck6_Dav_Night_0m_2,1.5960163432073545e-05
Las19c138_100m-1,Annelida,Polychaeta,1.3956786998468852e-05,CN19_Nisk_Dav_Dawn_100m_1,0.0002713949701465
Las19c138_100m-2,Annelida,Polychaeta,1.4777937148731194e-05,CN19_Nisk_Dav_Dawn_100m_2,0.0002774406103693
Las19c138_27m-1,Annelida,Polychaeta,4.029781772240819e-05,CN19_Nisk_Dav_Dawn_27m_1,0.0
Las19c138_5m-1,Annelida,Polychaeta,1.100076300280998e-05,CN19_Nisk_Dav_Dawn_5m_1,0.0
Las19c138_5m-2,Annelida,Polychaeta,1.2443233357368825e-05,CN19_Nisk_Dav_Dawn_5m_2,0.0
Las19c135_13m-1,Annelida,Polychaeta,0.0001625273095278,CN19_Nisk_Dav_Dusk_13m_1,0.003487808476111878
Las19c135_13m-3,Annelida,Polychaeta,9.355775247423333e-05,CN19_Nisk_Dav_Dusk_13m_3,0.004060433441414407
Las19c135_5m-1,Annelida,Polychaeta,9.009547318420443e-06,CN19_Nisk_Dav_Dusk_5m_1,0.0003464326321773529
Las19c135_5m-2,Annelida,Polychaeta,2.4924628740800984e-05,CN19_Nisk_Dav_Dusk_5m_2,0.0004767993758261767
Las19c135_70m-1,Annelida,Polychaeta,5.2148195328376936e-05,CN19_Nisk_Dav_Dusk_70m_1,0.0018951358180667231
Las19c135_70m-2,Annelida,Polychaeta,3.1525153949749894e-05,CN19_Nisk_Dav_Dusk_70m_2,0.00807116898173922
Las19c135_70m-3,Annelida,Polychaeta,3.513803669037671e-05,CN19_Nisk_Dav_Dusk_70m_3,0.0055590009584479995
1903c134_12m-1,Annelida,Polychaeta,1.2775427696545904e-05,CN19_Nisk_Dav_Predusk_12m_1,0.0
1903c144_13m-1,Annelida,Polychaeta,8.198520702949574e-06,CN19_Nisk_Far_13m_1,0.0021967591023119002
1903c144_13m-2,Annelida,Polychaeta,2.3578325610819005e-05,CN19_Nisk_Far_13m_2,0.0015717190365111592
1903c144_5m-1,Annelida,Polychaeta,1.102808840586456e-05,CN19_Nisk_Far_5m_1,6.289624635201771e-05
1903c144_5m-2,Annelida,Polychaeta,1.714820517480393e-05,CN19_Nisk_Far_5m_2,0.0018957582409358678
1903c144_60m-1,Annelida,Polychaeta,3.618314239614506e-05,CN19_Nisk_Far_60m_1,0.0017293749861425679
1903c144_60m-2,Annelida,Polychaeta,2.0363231291555296e-05,CN19_Nisk_Far_60m_2,0.0018923713778825637
1903c144_60m-3,Annelida,Polychaeta,2.196554404596663e-05,CN19_Nisk_Far_60m_3,0.0013368683577863313
1903c129_100m-1,Annelida,Polychaeta,2.3189498332618542e-05,CN19_Nisk_MO_Dawn_100m_1,0.0002792126204104
1903c129_100m-2,Annelida,Polychaeta,1.375472535696573e-05,CN19_Nisk_MO_Dawn_100m_2,0.0005718418352758302
1903c129_100m-3,Annelida,Polychaeta,1.5418734890623385e-05,CN19_Nisk_MO_Dawn_100m_3,0.0007105917650309
1903c129_26m-1,Annelida,Polychaeta,1.6692714060088916e-05,CN19_Nisk_MO_Dawn_26m_1,0.0
1903c129_26m-2,Annelida,Polychaeta,2.468076653018068e-05,CN19_Nisk_MO_Dawn_26m_2,0.0
1903c129_5m-1,Annelida,Polychaeta,6.675084038207933e-06,CN19_Nisk_MO_Dawn_5m_1,0.0
1903c129_5m-2,Annelida,Polychaeta,2.9367682632908084e-05,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c127_100m-2,Annelida,Polychaeta,1.2663018624744158e-05,CN19_Nisk_MO_Night_100m_2,3.2472804026627696e-05
1903c127_100m-3,Annelida,Polychaeta,1.707480543124052e-05,CN19_Nisk_MO_Night_100m_3,0.0002721088435374
1903c127_5m-1,Annelida,Polychaeta,7.507941137208817e-06,CN19_Nisk_MO_Night_5m_1,0.0
1903c127_5m-2,Annelida,Polychaeta,2.0707810636282123e-05,CN19_Nisk_MO_Night_5m_2,0.0006247453483634
1903c127_7m-1,Annelida,Polychaeta,3.659178449159743e-05,CN19_Nisk_MO_Night_7m_1,0.0006506024096384687
1903c127_7m-2,Annelida,Polychaeta,0.0,CN19_Nisk_MO_Night_7m_2,0.0008728090102584
1903c126_100m-1,Annelida,Polychaeta,1.953229076502774e-05,CN19_Nisk_PB_Dawn_100m_1,0.004594345091135454
1903c126_100m-2,Annelida,Polychaeta,2.338777690413301e-05,CN19_Nisk_PB_Dawn_100m_2,0.004331401673226388
1903c126_100m-3,Annelida,Polychaeta,2.439812356191877e-05,CN19_Nisk_PB_Dawn_100m_3,0.0043800242748333156
1903c126_45m-1,Annelida,Polychaeta,2.7046597687192665e-05,CN19_Nisk_PB_Dawn_45m_1,0.0
1903c126_45m-2,Annelida,Polychaeta,3.748448955248863e-05,CN19_Nisk_PB_Dawn_45m_2,1.5229044834307991e-05
1903c126_5m-1,Annelida,Polychaeta,3.157163477413996e-05,CN19_Nisk_PB_Dawn_5m_1,0.0
1903c126_5m-2,Annelida,Polychaeta,2.5017712825333626e-05,CN19_Nisk_PB_Dawn_5m_2,5.163688939378292e-05
1903c122_100m-1,Annelida,Polychaeta,1.0555199705210147e-05,CN19_Nisk_PB_Day_100m_1,0.00020398236337098368
1903c122_100m-2,Annelida,Polychaeta,1.208889411109442e-05,CN19_Nisk_PB_Day_100m_2,0.00023206881613953002
1903c122_100m-3,Annelida,Polychaeta,1.757664623016911e-05,CN19_Nisk_PB_Day_100m_3,0.00013617087499513675
1903c122_28m-1,Annelida,Polychaeta,0.0001067869304649,CN19_Nisk_PB_Day_28m_1,0.0
1903c122_28m-2,Annelida,Polychaeta,4.326326177869422e-05,CN19_Nisk_PB_Day_28m_2,0.0001541808712932
1903c122_5m-1,Annelida,Polychaeta,4.7565805783082805e-05,CN19_Nisk_PB_Day_5m_1,0.000157331655129
1903c122_5m-2,Annelida,Polychaeta,3.542882321297051e-05,CN19_Nisk_PB_Day_5m_2,0.0
1903c123_10m-1,Annelida,Polychaeta,2.8437323591589717e-05,CN19_Nisk_PB_Dusk_10m_1,0.00017279968402343494
1903c123_10m-2,Annelida,Polychaeta,2.472433853620804e-05,CN19_Nisk_PB_Dusk_10m_2,0.0008682904826340602
1903c123_5m-2,Annelida,Polychaeta,2.392533212697188e-05,CN19_Nisk_PB_Dusk_5m_2,0.0016492381236927
1903c123_70m-1,Annelida,Polychaeta,4.892738025130855e-05,CN19_Nisk_PB_Dusk_70m_1,0.0033948788572706378
1903c123_70m-2,Annelida,Polychaeta,2.8981119004418583e-05,CN19_Nisk_PB_Dusk_70m_2,0.003943936198094927
1903c123_70m-3,Annelida,Polychaeta,3.638748742990173e-05,CN19_Nisk_PB_Dusk_70m_3,0.002552543762074545
1903c124_100m-2,Annelida,Polychaeta,2.826956727388541e-05,CN19_Nisk_PB_Night_100m_2,0.005119384864426949
1903c124_100m-3,Annelida,Polychaeta,5.545932477467516e-05,CN19_Nisk_PB_Night_100m_3,0.016491033462746798
1903c124_15m-1,Annelida,Polychaeta,5.082496406341386e-05,CN19_Nisk_PB_Night_15m_1,0.001991959396772765
1903c124_15m-2,Annelida,Polychaeta,3.124696880381773e-05,CN19_Nisk_PB_Night_15m_2,0.0017566501756650017
1903c124_5m-1,Annelida,Polychaeta,3.557670013831215e-05,CN19_Nisk_PB_Night_5m_1,0.0018582426333952637
1903c124_5m-2,Annelida,Polychaeta,7.847089400393052e-06,CN19_Nisk_PB_Night_5m_2,0.00022424317926990816
1903c111_100m-1,Annelida,Polychaeta,2.533724067284088e-05,CN19_Nisk_PS_Dawn_100m_1,0.0007041067793237349
1903c111_100m-2,Annelida,Polychaeta,1.714569935536556e-05,CN19_Nisk_PS_Dawn_100m_2,0.0010180189351521878
1903c111_100m-3,Annelida,Polychaeta,1.775947075949539e-05,CN19_Nisk_PS_Dawn_100m_3,0.0003203557833640912
1903c111_10m-1,Annelida,Polychaeta,1.7377053269514525e-05,CN19_Nisk_PS_Dawn_10m_1,2.9475628567779208e-05
1903c111_10m-2,Annelida,Polychaeta,2.898432499972728e-05,CN19_Nisk_PS_Dawn_10m_2,0.0
1903c111_5m-1,Annelida,Polychaeta,1.758736572052683e-05,CN19_Nisk_PS_Dawn_5m_1,3.1266610386767973e-05
Las19c107_10m-1,Annelida,Polychaeta,9.946818236592764e-06,CN19_Nisk_PS_Dusk_10m_1,0.00045236587351845054
Las19c107_10m-2,Annelida,Polychaeta,1.983014516686014e-05,CN19_Nisk_PS_Dusk_10m_2,0.00024701951454163647
Las19c107_5m-1,Annelida,Polychaeta,1.7299652113997904e-05,CN19_Nisk_PS_Dusk_5m_1,0.0002808568004792535
Las19c107_5m-2,Annelida,Polychaeta,1.512175056889919e-05,CN19_Nisk_PS_Dusk_5m_2,0.0002546635258164287
Las19c107_75m-1,Annelida,Polychaeta,1.5734463069501556e-05,CN19_Nisk_PS_Dusk_75m_1,0.00012387626530756707
Las19c107_75m-2,Annelida,Polychaeta,8.678168649899554e-06,CN19_Nisk_PS_Dusk_75m_2,1.546957907275343e-05
Las19c107_75m-3,Annelida,Polychaeta,3.763509463909958e-05,CN19_Nisk_PS_Dusk_75m_3,4.975619464623345e-05
1903c119_100m-1,Annelida,Polychaeta,1.1595971894267497e-05,CN19_Nisk_SM_Dawn_100m_1,0.0007430209107312
1903c119_100m-2,Annelida,Polychaeta,1.2015328795297666e-05,CN19_Nisk_SM_Dawn_100m_2,0.000640483107257962
1903c119_100m-3,Annelida,Polychaeta,4.9643491067745806e-05,CN19_Nisk_SM_Dawn_100m_3,0.013564294195711264
1903c119_11m-1,Annelida,Polychaeta,1.3012518758907664e-05,CN19_Nisk_SM_Dawn_11m_1,0.000262952961760478
1903c119_11m-2,Annelida,Polychaeta,3.54166934011727e-05,CN19_Nisk_SM_Dawn_11m_2,0.004775742562465575
1903c119_5m-2,Annelida,Polychaeta,6.842277665342847e-06,CN19_Nisk_SM_Dawn_5m_1,0.0015806632199426686
1903c114_100m-1,Annelida,Polychaeta,3.5940201443970505e-05,CN19_Nisk_SM_Day_100m_1,0.09852047815010725
1903c114_100m-2,Annelida,Polychaeta,2.109367132404692e-05,CN19_Nisk_SM_Day_100m_2,0.004503995175636186
1903c114_100m-3,Annelida,Polychaeta,2.6469288656127047e-05,CN19_Nisk_SM_Day_100m_3,0.004468039107352256
1903c114_10m-1,Annelida,Polychaeta,2.1995087091245066e-05,CN19_Nisk_SM_Day_10m_1,0.0001298757521970144
1903c114_10m-2,Annelida,Polychaeta,1.3937776828409429e-05,CN19_Nisk_SM_Day_10m_2,3.137451761679164e-05
1903c114_5m-2,Annelida,Polychaeta,2.226475082297468e-05,CN19_Nisk_SM_Day_5m_2,0.0002114259007855
1903c117_100m-1,Annelida,Polychaeta,3.1077111905108885e-05,CN19_Nisk_SM_Dusk_100m_1,0.0001889255289914693
1903c117_100m-2,Annelida,Polychaeta,3.7220620442661657e-05,CN19_Nisk_SM_Dusk_100m_2,0.0027709182794463
1903c117_100m-3,Annelida,Polychaeta,1.5686645808303697e-05,CN19_Nisk_SM_Dusk_100m_3,7.947862025115244e-05
1903c117_50m-1,Annelida,Polychaeta,2.275026262480752e-05,CN19_Nisk_SM_Dusk_50m_1,9.893643334157803e-06
1903c117_50m-2,Annelida,Polychaeta,2.2074050087674702e-05,CN19_Nisk_SM_Dusk_50m_2,0.0004896500226463
1903c117_5m-1,Annelida,Polychaeta,4.483309457852449e-05,CN19_Nisk_SM_Dusk_5m_1,1.4197083918963045e-05
1903c118_100m-1,Annelida,Polychaeta,2.8804204786427e-05,CN19_Nisk_SM_Night_100m_1,0.0021424458697657904
1903c118_100m-2,Annelida,Polychaeta,1.781835557166924e-05,CN19_Nisk_SM_Night_100m_2,0.0021926977395015593
1903c118_23m-1,Annelida,Polychaeta,1.650680627210974e-05,CN19_Nisk_SM_Night_23m_1,0.0
1903c118_5m-1,Annelida,Polychaeta,1.8469670258200764e-05,CN19_Nisk_SM_Night_5m_1,0.0
1903c118_5m-2,Annelida,Polychaeta,3.753368441050372e-05,CN19_Nisk_SM_Night_5m_2,1.477890754315441e-05
D0057A,Annelida,Polychaeta,2.061099827398092e-05,Lasker18Sc122_17_D0057,8.568539749455898e-06
D0058A,Annelida,Polychaeta,1.593912137782235e-05,Lasker18Sc122_19_D0058,0.0
D0052A,Annelida,Polychaeta,1.4773478306195753e-05,Lasker18Sc122_3_D0052,0.0003833141676249
D0053A,Annelida,Polychaeta,9.38130277947294e-06,Lasker18Sc122_5_D0053,0.0006658343736994656
D0068A,Annelida,Polychaeta,6.683427391979416e-05,Lasker18Sc123_17_D0068,0.0007132985600285222
D0069A,Annelida,Polychaeta,7.955174327453067e-05,Lasker18Sc123_19_D0069,0.00027699593441444874
D0063A,Annelida,Polychaeta,9.063881125946845e-06,Lasker18Sc123_3_D0063,0.0014961284395642153
D0064A,Annelida,Polychaeta,5.366351324146082e-06,Lasker18Sc123_5_D0064,0.0014268388385531778
D0079A,Annelida,Polychaeta,1.3857107950537396e-05,Lasker18Sc124_19_D0079,1.446968600781363e-05
D0073A,Annelida,Polychaeta,2.1606276346010843e-05,Lasker18Sc124_3_D0073,0.0
D0074A,Annelida,Polychaeta,1.004207040215727e-05,Lasker18Sc124_5_D0074,2.0161290322580645e-05
D0090A,Annelida,Polychaeta,1.5034574353213204e-05,Lasker18Sc126_17_D0090,0.0
D0085A,Annelida,Polychaeta,1.0667188660511709e-05,Lasker18Sc126_3_D0085,0.001087383728547031
D0086A,Annelida,Polychaeta,7.831423451098083e-06,Lasker18Sc126_5_D0086,0.0005582347377072005
D0100A,Annelida,Polychaeta,2.538258419093278e-05,Lasker18Sc127_17_D0100,0.0001748161859221
D0101A,Annelida,Polychaeta,2.020839306940871e-05,Lasker18Sc127_19_D0101,0.0003135189365437
D0095A,Annelida,Polychaeta,1.2168004110039231e-05,Lasker18Sc127_3_D0095,0.000304019457245201
D0096A,Annelida,Polychaeta,4.127440702594465e-06,Lasker18Sc127_5_D0096,0.0004025082620116365
D0110A,Annelida,Polychaeta,2.579654930234138e-05,Lasker18Sc128_16_D0110,0.0
D0111A,Annelida,Polychaeta,1.3672061402874354e-05,Lasker18Sc128_19_D0111,0.0
D0105A,Annelida,Polychaeta,4.89671821780772e-06,Lasker18Sc128_3_D0105,0.005444028581149986
D0107A,Annelida,Polychaeta,1.494398448303112e-05,Lasker18Sc128_7_D0107,0.0004902598377138956
D0121A,Annelida,Polychaeta,1.7347601430437938e-05,Lasker18Sc129_17_D0121,0.0
D0122A,Annelida,Polychaeta,2.31677513978478e-05,Lasker18Sc129_19_D0122,1.7153247109677864e-05
D0116A,Annelida,Polychaeta,3.4191324195704555e-05,Lasker18Sc129_3_D0116,0.00017479931693800888
D0117A,Annelida,Polychaeta,3.438441139666575e-05,Lasker18Sc129_5_D0117,0.0005000740850495458
D0132A,Annelida,Polychaeta,2.1047831684951075e-05,Lasker18Sc130_17_D0132,0.0
D0133A,Annelida,Polychaeta,2.634463543301558e-05,Lasker18Sc130_19_D0133,0.0
D0127A,Annelida,Polychaeta,9.469931666278026e-06,Lasker18Sc130_3_D0127,0.0004818812644564146
D0128A,Annelida,Polychaeta,8.665554607588774e-06,Lasker18Sc130_5_D0128,0.0003668990360561321
D0142A,Annelida,Polychaeta,1.3494809202722262e-05,Lasker18Sc132_17_D0142,8.947825231077587e-06
D0143A,Annelida,Polychaeta,2.69871615499734e-05,Lasker18Sc132_19_D0143,0.0007903157407764
D0137A,Annelida,Polychaeta,9.149462151561686e-06,Lasker18Sc132_3_D0137,5.017309718528925e-05
D0138A,Annelida,Polychaeta,1.1500016803266411e-05,Lasker18Sc132_5_D0138,6.745665909653047e-05
D0152A,Annelida,Polychaeta,1.1404724075368074e-05,Lasker18Sc133_17_D0152,1.1129288949729e-05
D0153A,Annelida,Polychaeta,2.08189171050393e-05,Lasker18Sc133_19_D0153,0.00046070071823991923
D0147A,Annelida,Polychaeta,1.008011563167058e-05,Lasker18Sc133_3_D0147,0.004427585197472008
D0148A,Annelida,Polychaeta,1.2093771465516238e-05,Lasker18Sc133_5_D0148,0.0022154527831621256
D0163A,Annelida,Polychaeta,9.89982302092828e-06,Lasker18Sc134_17_D0163,0.0001262250592806
D0164A,Annelida,Polychaeta,1.063642749711146e-05,Lasker18Sc134_19_D0164,0.0005021959659966916
D0158A,Annelida,Polychaeta,1.3902369646618924e-05,Lasker18Sc134_3_D0158,0.00019324550135834718
D0159A,Annelida,Polychaeta,1.373243322479391e-05,Lasker18Sc134_5_D0159,0.000177106890820357
D0173A,Annelida,Polychaeta,0.000182585782681,Lasker18Sc135_17_D0173,0.008959636315462786
D0174A,Annelida,Polychaeta,3.752007859570225e-05,Lasker18Sc135_19_D0174,2.3795076798610367e-05
D0275A,Annelida,Polychaeta,6.442035640372185e-05,Lasker18Sc158_17_D0275,0.008112422146411516
D0276A,Annelida,Polychaeta,2.7590074442842568e-05,Lasker18Sc158_19_D0276,0.00027160996808574906
D0270A,Annelida,Polychaeta,1.075531550636564e-05,Lasker18Sc158_3_D0270,0.0005068248574554365
D0271A,Annelida,Polychaeta,8.992575594291315e-06,Lasker18Sc158_5_D0271,0.0004883116883116221
zr2760_25,Annelida,Sipuncula,4.048807207895285e-07,CN18SESPkoa_SC37,0.0
zr2760_12,Annelida,Sipuncula,4.288960009759141e-08,CN18SESPkoa_SC49,0.0
zr2760_21,Annelida,Sipuncula,2.8277511129279684e-07,CN18Sc27_2_eDNA,0.0
1903c124_5m-1,Annelida,Sipuncula,2.0989399659112816e-06,CN19_Nisk_PB_Night_5m_1,0.0
D0110A,Annelida,Sipuncula,3.032306370489619e-07,Lasker18Sc128_16_D0110,0.0
D0133A,Annelida,Sipuncula,2.391521947086971e-07,Lasker18Sc130_19_D0133,0.0
zr2760_79,Annelida,Unclassified,1.1525858659478348e-06,CN18FESPkoa_SC29,0.0
zr2760_50,Annelida,Unclassified,3.50388140223832e-07,CN18FESPkoa_SC32,0.0
zr2760_37,Annelida,Unclassified,1.594647441910558e-07,CN18FESPkoa_SC43,0.0
zr2760_16,Annelida,Unclassified,2.566475974325856e-07,CN18Fc29_6_eDNA,0.0
zr2760_28,Annelida,Unclassified,4.684939353225872e-07,CN18Fc30_4_eDNA,0.0
zr2760_40,Annelida,Unclassified,3.469156788003254e-07,CN18Fc33_5_eDNA,0.0
zr2760_60,Annelida,Unclassified,3.522373456283789e-07,CN18Fc38_5_eDNA,0.0
zr2760_68,Annelida,Unclassified,3.09481002495568e-07,CN18Fc40_6_eDNA,0.0
zr2760_57,Annelida,Unclassified,3.561929852214443e-06,CN18Fc41_6_eDNA,0.0
zr2760_32,Annelida,Unclassified,2.299209803533885e-07,CN18Fc44_8_eDNA,0.0
zr2760_69,Annelida,Unclassified,4.140965099866174e-07,CN18Fc47_6_eDNA,0.0
zr2760_75,Annelida,Unclassified,1.1926121044703414e-06,CN18Fc49_6_eDNA,0.0
zr2760_71,Annelida,Unclassified,2.3320045998867837e-07,CN18Fc51_5_eDNA,0.0
zr2760_25,Annelida,Unclassified,9.848530809982183e-07,CN18SESPkoa_SC37,0.0
zr2760_10,Annelida,Unclassified,1.7897882125644139e-07,CN18SESPkoa_SC47,0.0
zr2760_12,Annelida,Unclassified,1.206893400901743e-07,CN18SESPkoa_SC49,0.0
zr2760_30,Annelida,Unclassified,8.150312393940158e-07,CN18Sc09_2_eDNA,0.0
zr2760_21,Annelida,Unclassified,6.171741276208959e-07,CN18Sc27_2_eDNA,0.0
1903_buk5-1,Annelida,Unclassified,3.004026872315916e-06,CN19_Buck5_0m_1,0.0
Las19c138_27m-1,Annelida,Unclassified,5.337864928548106e-07,CN19_Nisk_Dav_Dawn_27m_1,0.0
Las19c135_13m-1,Annelida,Unclassified,2.648712751925155e-06,CN19_Nisk_Dav_Dusk_13m_1,0.0
Las19c135_13m-3,Annelida,Unclassified,5.637610385409513e-06,CN19_Nisk_Dav_Dusk_13m_3,0.0
Las19c135_5m-2,Annelida,Unclassified,1.104106610134937e-06,CN19_Nisk_Dav_Dusk_5m_2,0.0
Las19c135_70m-1,Annelida,Unclassified,6.104658713792216e-07,CN19_Nisk_Dav_Dusk_70m_1,0.0
1903c129_26m-2,Annelida,Unclassified,4.7290109732256774e-07,CN19_Nisk_MO_Dawn_26m_2,0.0
1903c127_100m-2,Annelida,Unclassified,4.532685825664264e-07,CN19_Nisk_MO_Night_100m_2,0.0
1903c126_100m-3,Annelida,Unclassified,4.806015258823943e-07,CN19_Nisk_PB_Dawn_100m_3,0.0
1903c126_45m-1,Annelida,Unclassified,6.659105645860508e-07,CN19_Nisk_PB_Dawn_45m_1,0.0
1903c126_45m-2,Annelida,Unclassified,1.0501728990295104e-06,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_5m-1,Annelida,Unclassified,9.345706294176204e-07,CN19_Nisk_PB_Dawn_5m_1,0.0
1903c122_5m-1,Annelida,Unclassified,8.722752351205232e-07,CN19_Nisk_PB_Day_5m_1,0.0
1903c123_70m-1,Annelida,Unclassified,6.478833453981392e-07,CN19_Nisk_PB_Dusk_70m_1,0.0
1903c123_70m-2,Annelida,Unclassified,4.7559529774161565e-06,CN19_Nisk_PB_Dusk_70m_2,0.0
1903c124_100m-2,Annelida,Unclassified,6.052620460189493e-07,CN19_Nisk_PB_Night_100m_2,0.0
1903c124_100m-3,Annelida,Unclassified,4.495646807623004e-07,CN19_Nisk_PB_Night_100m_3,0.0
1903c124_5m-1,Annelida,Unclassified,4.971410878872336e-07,CN19_Nisk_PB_Night_5m_1,0.0
1903c111_100m-2,Annelida,Unclassified,4.237454468313997e-07,CN19_Nisk_PS_Dawn_100m_2,0.0
1903c111_5m-1,Annelida,Unclassified,3.104147147735298e-07,CN19_Nisk_PS_Dawn_5m_1,0.0
Las19c107_5m-2,Annelida,Unclassified,4.185682996662882e-07,CN19_Nisk_PS_Dusk_5m_2,0.0
1903c119_100m-3,Annelida,Unclassified,1.0118752292526943e-06,CN19_Nisk_SM_Dawn_100m_3,0.0
1903c118_100m-1,Annelida,Unclassified,4.2357121380950397e-07,CN19_Nisk_SM_Night_100m_1,0.0
D0068A,Annelida,Unclassified,2.603805526037849e-07,Lasker18Sc123_17_D0068,0.0
D0069A,Annelida,Unclassified,8.103101437188203e-07,Lasker18Sc123_19_D0069,0.0
D0064A,Annelida,Unclassified,1.1824937848111682e-07,Lasker18Sc123_5_D0064,0.0
D0073A,Annelida,Unclassified,1.3502253168112206e-07,Lasker18Sc124_3_D0073,0.0
D0100A,Annelida,Unclassified,1.2834855146085844e-07,Lasker18Sc127_17_D0100,0.0
D0101A,Annelida,Unclassified,2.020005978343854e-07,Lasker18Sc127_19_D0101,0.0
D0110A,Annelida,Unclassified,2.657989474171334e-07,Lasker18Sc128_16_D0110,0.0
D0107A,Annelida,Unclassified,7.184362782225321e-07,Lasker18Sc128_7_D0107,0.0
D0121A,Annelida,Unclassified,1.0551621480311488e-07,Lasker18Sc129_17_D0121,0.0
D0116A,Annelida,Unclassified,4.121189258236209e-07,Lasker18Sc129_3_D0116,0.0
D0117A,Annelida,Unclassified,1.6845463575484377e-07,Lasker18Sc129_5_D0117,0.0
D0132A,Annelida,Unclassified,2.6198254068088095e-07,Lasker18Sc130_17_D0132,0.0
D0133A,Annelida,Unclassified,2.3330994770877325e-07,Lasker18Sc130_19_D0133,0.0
D0143A,Annelida,Unclassified,2.4324970383981336e-07,Lasker18Sc132_19_D0143,0.0
D0138A,Annelida,Unclassified,9.299029015651265e-08,Lasker18Sc132_5_D0138,0.0
D0147A,Annelida,Unclassified,1.0745930917878701e-07,Lasker18Sc133_3_D0147,0.0
D0173A,Annelida,Unclassified,4.731647298737781e-06,Lasker18Sc135_17_D0173,0.0
zr2760_52,Aphelidea,Aphelidea,2.7662644504805216e-07,CN18FESPkoa_SC24,0.0
zr2760_73,Aphelidea,Aphelidea,2.3753323472246134e-07,CN18SESPkoa_SC39,0.0
zr2760_12,Aphelidea,Aphelidea,4.60666896480287e-08,CN18SESPkoa_SC49,0.0
D0121A,Aphelidea,Aphelidea,1.7771151966840405e-07,Lasker18Sc129_17_D0121,0.0
D0147A,Aphelidea,Aphelidea,2.4597645786966577e-07,Lasker18Sc133_3_D0147,0.0
zr2760_52,Apicomplexa,Aconoidasida,8.422480227310119e-06,CN18FESPkoa_SC24,0.0
zr2760_64,Apicomplexa,Aconoidasida,1.4526444195765336e-05,CN18FESPkoa_SC26,0.0
zr2760_79,Apicomplexa,Aconoidasida,1.6616417211909204e-05,CN18FESPkoa_SC29,0.0
zr2760_59,Apicomplexa,Aconoidasida,6.73717630408002e-06,CN18FESPkoa_SC30,0.0
zr2760_48,Apicomplexa,Aconoidasida,1.1699340390155682e-05,CN18FESPkoa_SC31,0.0
zr2760_50,Apicomplexa,Aconoidasida,6.681520594252505e-06,CN18FESPkoa_SC32,0.0
zr2760_38,Apicomplexa,Aconoidasida,8.840395015196758e-06,CN18FESPkoa_SC34,0.0
zr2760_62,Apicomplexa,Aconoidasida,6.579984104047746e-06,CN18FESPkoa_SC35,0.0
zr2760_53,Apicomplexa,Aconoidasida,8.687849576465009e-06,CN18FESPkoa_SC37,0.0
zr2760_49,Apicomplexa,Aconoidasida,9.340169270668736e-06,CN18FESPkoa_SC40,0.0
zr2760_31,Apicomplexa,Aconoidasida,1.1305415969523267e-05,CN18FESPkoa_SC41,0.0
zr2760_37,Apicomplexa,Aconoidasida,9.97710118037598e-06,CN18FESPkoa_SC43,0.0
zr2760_34,Apicomplexa,Aconoidasida,1.842117106528846e-05,CN18FESPkoa_SC44,0.0
