Phylum,Class,18S sample,18S reads
Streptophyta,Pinopsida,Lasker18Sc134_19_D0164,0
Streptophyta,Pinopsida,Lasker18Sc134_3_D0158,0
Streptophyta,Pinopsida,Lasker18Sc134_5_D0159,0
Streptophyta,Pinopsida,Lasker18Sc135_17_D0173,0
Streptophyta,Pinopsida,Lasker18Sc135_19_D0174,0
Streptophyta,Pinopsida,Lasker18Sc158_17_D0275,0
Streptophyta,Pinopsida,Lasker18Sc158_19_D0276,0
Streptophyta,Pinopsida,Lasker18Sc158_3_D0270,0
Streptophyta,Pinopsida,Lasker18Sc158_5_D0271,0
Streptophyta,nan,CN19_Buck1_SN_0m_1,0
Streptophyta,nan,CN19_Buck1_SN_0m_2,0
Streptophyta,nan,CN19_Buck2_SN_0m_1,0
Streptophyta,nan,CN19_Buck2_SN_0m_2,0
Streptophyta,nan,CN19_Buck3_SN_0m_1,0
Streptophyta,nan,CN19_Buck4_SM_Night_0m_1,0
Streptophyta,nan,CN19_Buck4_SM_Night_0m_2,0
Streptophyta,nan,CN19_Buck5_0m_1,0
Streptophyta,nan,CN19_Buck5_0m_2,0
Streptophyta,nan,CN19_Buck6_Dav_Night_0m_1,0
Streptophyta,nan,CN19_Buck6_Dav_Night_0m_2,0
Streptophyta,nan,CN19_Nisk_Dav_Dawn_100m_1,0.000146028
Streptophyta,nan,CN19_Nisk_Dav_Dawn_100m_2,0.000139077
Streptophyta,nan,CN19_Nisk_Dav_Dawn_100m_3,0
Streptophyta,nan,CN19_Nisk_Dav_Dawn_27m_1,0
Streptophyta,nan,CN19_Nisk_Dav_Dawn_27m_2,0
Streptophyta,nan,CN19_Nisk_Dav_Dawn_5m_1,0
Streptophyta,nan,CN19_Nisk_Dav_Dawn_5m_2,0
Streptophyta,nan,CN19_Nisk_Dav_Dusk_13m_1,0
Streptophyta,nan,CN19_Nisk_Dav_Dusk_13m_3,0
Streptophyta,nan,CN19_Nisk_Dav_Dusk_5m_1,0
Streptophyta,nan,CN19_Nisk_Dav_Dusk_5m_2,0
Streptophyta,nan,CN19_Nisk_Dav_Dusk_70m_1,0
Streptophyta,nan,CN19_Nisk_Dav_Dusk_70m_2,7.10E-05
Streptophyta,nan,CN19_Nisk_Dav_Dusk_70m_3,3.58E-05
Streptophyta,nan,CN19_Nisk_Dav_Predusk_12m_1,0
Streptophyta,nan,CN19_Nisk_Far_13m_1,0
Streptophyta,nan,CN19_Nisk_Far_13m_2,0
Streptophyta,nan,CN19_Nisk_Far_5m_1,0
Streptophyta,nan,CN19_Nisk_Far_5m_2,3.77E-05
Streptophyta,nan,CN19_Nisk_Far_60m_1,0
Streptophyta,nan,CN19_Nisk_Far_60m_2,4.19E-05
Streptophyta,nan,CN19_Nisk_Far_60m_3,1.18E-05
Streptophyta,nan,CN19_Nisk_MO_Dawn_100m_1,4.06E-05
Streptophyta,nan,CN19_Nisk_MO_Dawn_100m_2,4.13E-05
Streptophyta,nan,CN19_Nisk_MO_Dawn_100m_3,0
Streptophyta,nan,CN19_Nisk_MO_Dawn_26m_1,0
Streptophyta,nan,CN19_Nisk_MO_Dawn_26m_2,0
Streptophyta,nan,CN19_Nisk_MO_Dawn_5m_1,0
Streptophyta,nan,CN19_Nisk_MO_Dawn_5m_2,0
Streptophyta,nan,CN19_Nisk_MO_Night_100m_2,3.51E-05
Streptophyta,nan,CN19_Nisk_MO_Night_100m_3,8.88E-05
Streptophyta,nan,CN19_Nisk_MO_Night_5m_1,0
Streptophyta,nan,CN19_Nisk_MO_Night_5m_2,0
Streptophyta,nan,CN19_Nisk_MO_Night_7m_1,0
Streptophyta,nan,CN19_Nisk_MO_Night_7m_2,0
Streptophyta,nan,CN19_Nisk_PB_Dawn_100m_1,5.60E-05
Streptophyta,nan,CN19_Nisk_PB_Dawn_100m_2,2.71E-05
Streptophyta,nan,CN19_Nisk_PB_Dawn_100m_3,4.42E-05
Streptophyta,nan,CN19_Nisk_PB_Dawn_45m_1,0
Streptophyta,nan,CN19_Nisk_PB_Dawn_45m_2,0
Streptophyta,nan,CN19_Nisk_PB_Dawn_5m_1,0
Streptophyta,nan,CN19_Nisk_PB_Dawn_5m_2,0
Streptophyta,nan,CN19_Nisk_PB_Day_100m_1,6.70E-05
Streptophyta,nan,CN19_Nisk_PB_Day_100m_2,1.69E-05
Streptophyta,nan,CN19_Nisk_PB_Day_100m_3,4.32E-05
Streptophyta,nan,CN19_Nisk_PB_Day_28m_1,0
Streptophyta,nan,CN19_Nisk_PB_Day_28m_2,1.74E-05
Streptophyta,nan,CN19_Nisk_PB_Day_5m_1,0
Streptophyta,nan,CN19_Nisk_PB_Day_5m_2,0
Streptophyta,nan,CN19_Nisk_PB_Dusk_10m_1,0
Streptophyta,nan,CN19_Nisk_PB_Dusk_10m_2,0
Streptophyta,nan,CN19_Nisk_PB_Dusk_5m_1,0
Streptophyta,nan,CN19_Nisk_PB_Dusk_5m_2,0
Streptophyta,nan,CN19_Nisk_PB_Dusk_70m_1,0
Streptophyta,nan,CN19_Nisk_PB_Dusk_70m_2,0
Streptophyta,nan,CN19_Nisk_PB_Dusk_70m_3,0
Streptophyta,nan,CN19_Nisk_PB_Night_100m_2,0
Streptophyta,nan,CN19_Nisk_PB_Night_100m_3,0.000141366
Streptophyta,nan,CN19_Nisk_PB_Night_15m_1,0
Streptophyta,nan,CN19_Nisk_PB_Night_15m_2,0
Streptophyta,nan,CN19_Nisk_PB_Night_5m_1,0
Streptophyta,nan,CN19_Nisk_PB_Night_5m_2,0
Streptophyta,nan,CN19_Nisk_PS_Dawn_100m_1,7.28E-05
Streptophyta,nan,CN19_Nisk_PS_Dawn_100m_2,9.85E-05
Streptophyta,nan,CN19_Nisk_PS_Dawn_100m_3,0.000114153
Streptophyta,nan,CN19_Nisk_PS_Dawn_10m_1,0
Streptophyta,nan,CN19_Nisk_PS_Dawn_10m_2,0
Streptophyta,nan,CN19_Nisk_PS_Dawn_5m_1,0
Streptophyta,nan,CN19_Nisk_PS_Dusk_10m_1,0
Streptophyta,nan,CN19_Nisk_PS_Dusk_10m_2,0
Streptophyta,nan,CN19_Nisk_PS_Dusk_5m_1,0
Streptophyta,nan,CN19_Nisk_PS_Dusk_5m_2,0
Streptophyta,nan,CN19_Nisk_PS_Dusk_75m_1,6.27E-05
Streptophyta,nan,CN19_Nisk_PS_Dusk_75m_2,0
Streptophyta,nan,CN19_Nisk_PS_Dusk_75m_3,0
Streptophyta,nan,CN19_Nisk_SM_Dawn_100m_1,0.000352958
Streptophyta,nan,CN19_Nisk_SM_Dawn_100m_2,0.000125389
Streptophyta,nan,CN19_Nisk_SM_Dawn_100m_3,0
Streptophyta,nan,CN19_Nisk_SM_Dawn_11m_1,0
Streptophyta,nan,CN19_Nisk_SM_Dawn_11m_2,0
Streptophyta,nan,CN19_Nisk_SM_Dawn_5m_1,0
Streptophyta,nan,CN19_Nisk_SM_Day_100m_1,0
Streptophyta,nan,CN19_Nisk_SM_Day_100m_2,0.000328261
Streptophyta,nan,CN19_Nisk_SM_Day_100m_3,6.02E-05
Streptophyta,nan,CN19_Nisk_SM_Day_10m_1,0
Streptophyta,nan,CN19_Nisk_SM_Day_10m_2,0
Streptophyta,nan,CN19_Nisk_SM_Day_5m_1,0
Streptophyta,nan,CN19_Nisk_SM_Day_5m_2,0
Streptophyta,nan,CN19_Nisk_SM_Dusk_100m_1,9.47E-05
Streptophyta,nan,CN19_Nisk_SM_Dusk_100m_2,0
Streptophyta,nan,CN19_Nisk_SM_Dusk_100m_3,3.58E-05
Streptophyta,nan,CN19_Nisk_SM_Dusk_50m_1,0
Streptophyta,nan,CN19_Nisk_SM_Dusk_50m_2,0
Streptophyta,nan,CN19_Nisk_SM_Dusk_5m_1,0
Streptophyta,nan,CN19_Nisk_SM_Dusk_5m_2,0
Streptophyta,nan,CN19_Nisk_SM_Night_100m_1,4.35E-05
Streptophyta,nan,CN19_Nisk_SM_Night_100m_2,0
Streptophyta,nan,CN19_Nisk_SM_Night_100m_3,4.54E-05
Streptophyta,nan,CN19_Nisk_SM_Night_23m_1,0
Streptophyta,nan,CN19_Nisk_SM_Night_23m_2,0
Streptophyta,nan,CN19_Nisk_SM_Night_5m_1,0
Streptophyta,nan,CN19_Nisk_SM_Night_5m_2,0
Streptophyta,nan,Lasker18Sc122_17_D0057,0
Streptophyta,nan,Lasker18Sc122_19_D0058,0
Streptophyta,nan,Lasker18Sc122_3_D0052,0
Streptophyta,nan,Lasker18Sc122_5_D0053,1.92E-05
Streptophyta,nan,Lasker18Sc123_17_D0068,0
Streptophyta,nan,Lasker18Sc123_19_D0069,0
Streptophyta,nan,Lasker18Sc123_3_D0063,1.91E-05
Streptophyta,nan,Lasker18Sc123_5_D0064,1.32E-05
Streptophyta,nan,Lasker18Sc124_17_D0078,0
Streptophyta,nan,Lasker18Sc124_19_D0079,6.07E-05
Streptophyta,nan,Lasker18Sc124_3_D0073,4.97E-05
Streptophyta,nan,Lasker18Sc124_5_D0074,4.50E-05
Streptophyta,nan,Lasker18Sc126_17_D0090,0
Streptophyta,nan,Lasker18Sc126_3_D0085,1.42E-05
Streptophyta,nan,Lasker18Sc126_5_D0086,0
Streptophyta,nan,Lasker18Sc127_17_D0100,0
Streptophyta,nan,Lasker18Sc127_19_D0101,0
Streptophyta,nan,Lasker18Sc127_3_D0095,0
Streptophyta,nan,Lasker18Sc127_5_D0096,4.82E-05
Streptophyta,nan,Lasker18Sc128_16_D0110,5.92E-05
Streptophyta,nan,Lasker18Sc128_19_D0111,0
Streptophyta,nan,Lasker18Sc128_3_D0105,0
Streptophyta,nan,Lasker18Sc128_7_D0107,1.26E-05
Streptophyta,nan,Lasker18Sc129_17_D0121,0
Streptophyta,nan,Lasker18Sc129_19_D0122,0
Streptophyta,nan,Lasker18Sc129_3_D0116,0
Streptophyta,nan,Lasker18Sc129_5_D0117,0
Streptophyta,nan,Lasker18Sc130_17_D0132,0
Streptophyta,nan,Lasker18Sc130_19_D0133,1.15E-05
Streptophyta,nan,Lasker18Sc130_3_D0127,5.17E-05
Streptophyta,nan,Lasker18Sc130_5_D0128,7.15E-05
Streptophyta,nan,Lasker18Sc132_17_D0142,0
Streptophyta,nan,Lasker18Sc132_19_D0143,0
Streptophyta,nan,Lasker18Sc132_3_D0137,1.80E-05
Streptophyta,nan,Lasker18Sc132_5_D0138,7.25E-05
Streptophyta,nan,Lasker18Sc133_17_D0152,0
Streptophyta,nan,Lasker18Sc133_19_D0153,0
Streptophyta,nan,Lasker18Sc133_3_D0147,1.33E-05
Streptophyta,nan,Lasker18Sc133_5_D0148,4.10E-05
Streptophyta,nan,Lasker18Sc134_17_D0163,0
Streptophyta,nan,Lasker18Sc134_19_D0164,0
Streptophyta,nan,Lasker18Sc134_3_D0158,1.22E-05
Streptophyta,nan,Lasker18Sc134_5_D0159,0
Streptophyta,nan,Lasker18Sc135_17_D0173,0
Streptophyta,nan,Lasker18Sc135_19_D0174,0
Streptophyta,nan,Lasker18Sc158_17_D0275,0
Streptophyta,nan,Lasker18Sc158_19_D0276,0
Streptophyta,nan,Lasker18Sc158_3_D0270,0
Streptophyta,nan,Lasker18Sc158_5_D0271,1.12E-05
Synurophyceae,Synurophyceae,CN18FESPkoa_SC24,0.001412185
Synurophyceae,Synurophyceae,CN18FESPkoa_SC26,0.000644855
Synurophyceae,Synurophyceae,CN18FESPkoa_SC29,0.001797184
Synurophyceae,Synurophyceae,CN18FESPkoa_SC30,0.000687285
Synurophyceae,Synurophyceae,CN18FESPkoa_SC31,0.001003394
Synurophyceae,Synurophyceae,CN18FESPkoa_SC32,0.000473575
Synurophyceae,Synurophyceae,CN18FESPkoa_SC34,0.000697993
Synurophyceae,Synurophyceae,CN18FESPkoa_SC35,0.001739312
Synurophyceae,Synurophyceae,CN18FESPkoa_SC37,0.002539317
Synurophyceae,Synurophyceae,CN18FESPkoa_SC40,0.001215256
Synurophyceae,Synurophyceae,CN18FESPkoa_SC41,0.00180649
Synurophyceae,Synurophyceae,CN18FESPkoa_SC43,0.002156968
Synurophyceae,Synurophyceae,CN18FESPkoa_SC44,0.001449422
Synurophyceae,Synurophyceae,CN18FESPkoa_SC46,0.00225513
Synurophyceae,Synurophyceae,CN18FESPkoa_SC47,0.001316389
Synurophyceae,Synurophyceae,CN18FESPkoa_SC49,0.000808318
Synurophyceae,Synurophyceae,CN18FESPkoa_SC52,0.000955047
Synurophyceae,Synurophyceae,CN18FESPkoa_SC53,0.000829708
Synurophyceae,Synurophyceae,CN18FESPkoa_SC55,0.000494735
Synurophyceae,Synurophyceae,CN18FESPkoa_SC56,0.001377468
Synurophyceae,Synurophyceae,CN18FESPkoa_SC57,0.000829158
Synurophyceae,Synurophyceae,CN18FESPkoa_SC58,0.00111293
Synurophyceae,Synurophyceae,CN18Fc12_8_eDNA,0.000652073
Synurophyceae,Synurophyceae,CN18Fc19_5_eDNA,0.000960592
Synurophyceae,Synurophyceae,CN18Fc21_6_eDNA,0.000275586
Synurophyceae,Synurophyceae,CN18Fc22_6_eDNA,0.000889951
Synurophyceae,Synurophyceae,CN18Fc24_6_eDNA,0.000454395
Synurophyceae,Synurophyceae,CN18Fc25_5_eDNA,7.04E-05
Synurophyceae,Synurophyceae,CN18Fc27_4_eDNA,0.005612747
Synurophyceae,Synurophyceae,CN18Fc29_6_eDNA,0.002562281
Synurophyceae,Synurophyceae,CN18Fc30_4_eDNA,0.000722369
Synurophyceae,Synurophyceae,CN18Fc32_4_eDNA,0
Synurophyceae,Synurophyceae,CN18Fc33_5_eDNA,0.000633794
Synurophyceae,Synurophyceae,CN18Fc35_5_eDNA,0
Synurophyceae,Synurophyceae,CN18Fc36_6_eDNA,0.000514291
Synurophyceae,Synurophyceae,CN18Fc38_5_eDNA,0.000760814
Synurophyceae,Synurophyceae,CN18Fc40_6_eDNA,0.002140138
Synurophyceae,Synurophyceae,CN18Fc41_6_eDNA,0.001261368
Synurophyceae,Synurophyceae,CN18Fc43_5_eDNA,0.000542336
Synurophyceae,Synurophyceae,CN18Fc44_8_eDNA,0.000849322
Synurophyceae,Synurophyceae,CN18Fc46_8_eDNA,0.00215427
Synurophyceae,Synurophyceae,CN18Fc47_6_eDNA,0.000654422
Synurophyceae,Synurophyceae,CN18Fc49_6_eDNA,0.001521326
Synurophyceae,Synurophyceae,CN18Fc51_5_eDNA,0.003032617
Synurophyceae,Synurophyceae,CN18SESPkoa_SC36,0
Synurophyceae,Synurophyceae,CN18SESPkoa_SC37,0
Synurophyceae,Synurophyceae,CN18SESPkoa_SC39,0
Synurophyceae,Synurophyceae,CN18SESPkoa_SC40,0
Synurophyceae,Synurophyceae,CN18SESPkoa_SC41,0
Synurophyceae,Synurophyceae,CN18SESPkoa_SC44,0
Synurophyceae,Synurophyceae,CN18SESPkoa_SC45,0
Synurophyceae,Synurophyceae,CN18SESPkoa_SC47,0
Synurophyceae,Synurophyceae,CN18SESPkoa_SC49,0
Synurophyceae,Synurophyceae,CN18Sc09_2_eDNA,0
Synurophyceae,Synurophyceae,CN18Sc10_2_eDNA,0
Synurophyceae,Synurophyceae,CN18Sc14_2_eDNA,0
Synurophyceae,Synurophyceae,CN18Sc14_8_eDNA,0
Synurophyceae,Synurophyceae,CN18Sc15_2_eDNA,0
Synurophyceae,Synurophyceae,CN18Sc15_8_eDNA,0
Synurophyceae,Synurophyceae,CN18Sc18_2_eDNA,0
Synurophyceae,Synurophyceae,CN18Sc18_8_eDNA,0
Synurophyceae,Synurophyceae,CN18Sc27_2_eDNA,0
Synurophyceae,Synurophyceae,CN18Sc27_8_eDNA,0
Synurophyceae,Synurophyceae,CN19_Buck1_SN_0m_1,0.000126023
Synurophyceae,Synurophyceae,CN19_Buck1_SN_0m_2,0.000361132
Synurophyceae,Synurophyceae,CN19_Buck2_SN_0m_1,0.000115159
Synurophyceae,Synurophyceae,CN19_Buck2_SN_0m_2,2.42E-05
Synurophyceae,Synurophyceae,CN19_Buck3_SN_0m_1,0.000137114
Synurophyceae,Synurophyceae,CN19_Buck4_SM_Night_0m_1,2.11E-05
Synurophyceae,Synurophyceae,CN19_Buck4_SM_Night_0m_2,2.21E-05
Synurophyceae,Synurophyceae,CN19_Buck5_0m_1,0
Synurophyceae,Synurophyceae,CN19_Buck5_0m_2,4.21E-05
Synurophyceae,Synurophyceae,CN19_Buck6_Dav_Night_0m_1,0
Synurophyceae,Synurophyceae,CN19_Buck6_Dav_Night_0m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_Dav_Dawn_100m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_Dav_Dawn_100m_2,1.99E-05
Synurophyceae,Synurophyceae,CN19_Nisk_Dav_Dawn_100m_3,0
Synurophyceae,Synurophyceae,CN19_Nisk_Dav_Dawn_27m_1,6.31E-05
Synurophyceae,Synurophyceae,CN19_Nisk_Dav_Dawn_27m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_Dav_Dawn_5m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_Dav_Dawn_5m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_Dav_Dusk_13m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_Dav_Dusk_13m_3,0
Synurophyceae,Synurophyceae,CN19_Nisk_Dav_Dusk_5m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_Dav_Dusk_5m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_Dav_Dusk_70m_1,4.18E-05
Synurophyceae,Synurophyceae,CN19_Nisk_Dav_Dusk_70m_2,4.73E-05
Synurophyceae,Synurophyceae,CN19_Nisk_Dav_Dusk_70m_3,5.97E-05
Synurophyceae,Synurophyceae,CN19_Nisk_Dav_Predusk_12m_1,1.68E-05
Synurophyceae,Synurophyceae,CN19_Nisk_Far_13m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_Far_13m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_Far_5m_1,6.34E-05
Synurophyceae,Synurophyceae,CN19_Nisk_Far_5m_2,5.03E-05
Synurophyceae,Synurophyceae,CN19_Nisk_Far_60m_1,0.000609242
Synurophyceae,Synurophyceae,CN19_Nisk_Far_60m_2,0.000418927
Synurophyceae,Synurophyceae,CN19_Nisk_Far_60m_3,0.000306221
Synurophyceae,Synurophyceae,CN19_Nisk_MO_Dawn_100m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_MO_Dawn_100m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_MO_Dawn_100m_3,4.79E-05
Synurophyceae,Synurophyceae,CN19_Nisk_MO_Dawn_26m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_MO_Dawn_26m_2,3.67E-05
Synurophyceae,Synurophyceae,CN19_Nisk_MO_Dawn_5m_1,4.91E-05
Synurophyceae,Synurophyceae,CN19_Nisk_MO_Dawn_5m_2,0.000127989
Synurophyceae,Synurophyceae,CN19_Nisk_MO_Night_100m_2,0.000175469
Synurophyceae,Synurophyceae,CN19_Nisk_MO_Night_100m_3,0
Synurophyceae,Synurophyceae,CN19_Nisk_MO_Night_5m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_MO_Night_5m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_MO_Night_7m_1,1.22E-05
Synurophyceae,Synurophyceae,CN19_Nisk_MO_Night_7m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Dawn_100m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Dawn_100m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Dawn_100m_3,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Dawn_45m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Dawn_45m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Dawn_5m_1,2.16E-05
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Dawn_5m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Day_100m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Day_100m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Day_100m_3,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Day_28m_1,1.30E-05
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Day_28m_2,5.21E-05
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Day_5m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Day_5m_2,3.33E-05
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Dusk_10m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Dusk_10m_2,3.42E-05
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Dusk_5m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Dusk_5m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Dusk_70m_1,6.63E-05
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Dusk_70m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Dusk_70m_3,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Night_100m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Night_100m_3,4.04E-05
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Night_15m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Night_15m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Night_5m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_PB_Night_5m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_PS_Dawn_100m_1,3.64E-05
Synurophyceae,Synurophyceae,CN19_Nisk_PS_Dawn_100m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_PS_Dawn_100m_3,0
Synurophyceae,Synurophyceae,CN19_Nisk_PS_Dawn_10m_1,1.99E-05
Synurophyceae,Synurophyceae,CN19_Nisk_PS_Dawn_10m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_PS_Dawn_5m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_PS_Dusk_10m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_PS_Dusk_10m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_PS_Dusk_5m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_PS_Dusk_5m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_PS_Dusk_75m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_PS_Dusk_75m_2,1.75E-05
Synurophyceae,Synurophyceae,CN19_Nisk_PS_Dusk_75m_3,1.81E-05
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Dawn_100m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Dawn_100m_2,7.52E-05
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Dawn_100m_3,2.83E-05
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Dawn_11m_1,2.03E-05
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Dawn_11m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Dawn_5m_1,7.75E-05
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Day_100m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Day_100m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Day_100m_3,0
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Day_10m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Day_10m_2,3.17E-05
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Day_5m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Day_5m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Dusk_100m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Dusk_100m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Dusk_100m_3,0
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Dusk_50m_1,9.99E-06
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Dusk_50m_2,1.23E-05
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Dusk_5m_1,2.87E-05
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Dusk_5m_2,1.14E-05
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Night_100m_1,4.35E-05
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Night_100m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Night_100m_3,3.02E-05
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Night_23m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Night_23m_2,0
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Night_5m_1,0
Synurophyceae,Synurophyceae,CN19_Nisk_SM_Night_5m_2,0
Synurophyceae,Synurophyceae,Lasker18Sc122_17_D0057,7.22E-05
Synurophyceae,Synurophyceae,Lasker18Sc122_19_D0058,3.99E-05
Synurophyceae,Synurophyceae,Lasker18Sc122_3_D0052,0
Synurophyceae,Synurophyceae,Lasker18Sc122_5_D0053,0
Synurophyceae,Synurophyceae,Lasker18Sc123_17_D0068,0
Synurophyceae,Synurophyceae,Lasker18Sc123_19_D0069,0
Synurophyceae,Synurophyceae,Lasker18Sc123_3_D0063,0.000162237
Synurophyceae,Synurophyceae,Lasker18Sc123_5_D0064,0.000448691
Synurophyceae,Synurophyceae,Lasker18Sc124_17_D0078,0.000103053
Synurophyceae,Synurophyceae,Lasker18Sc124_19_D0079,0.000151736
Synurophyceae,Synurophyceae,Lasker18Sc124_3_D0073,0
Synurophyceae,Synurophyceae,Lasker18Sc124_5_D0074,0
Synurophyceae,Synurophyceae,Lasker18Sc126_17_D0090,0
Synurophyceae,Synurophyceae,Lasker18Sc126_3_D0085,0
Synurophyceae,Synurophyceae,Lasker18Sc126_5_D0086,0
Synurophyceae,Synurophyceae,Lasker18Sc127_17_D0100,0
Synurophyceae,Synurophyceae,Lasker18Sc127_19_D0101,0
Synurophyceae,Synurophyceae,Lasker18Sc127_3_D0095,0
Synurophyceae,Synurophyceae,Lasker18Sc127_5_D0096,0
Synurophyceae,Synurophyceae,Lasker18Sc128_16_D0110,1.97E-05
Synurophyceae,Synurophyceae,Lasker18Sc128_19_D0111,0
Synurophyceae,Synurophyceae,Lasker18Sc128_3_D0105,0
Synurophyceae,Synurophyceae,Lasker18Sc128_7_D0107,0
Synurophyceae,Synurophyceae,Lasker18Sc129_17_D0121,0
Synurophyceae,Synurophyceae,Lasker18Sc129_19_D0122,9.04E-06
Synurophyceae,Synurophyceae,Lasker18Sc129_3_D0116,0
Synurophyceae,Synurophyceae,Lasker18Sc129_5_D0117,1.96E-05
Synurophyceae,Synurophyceae,Lasker18Sc130_17_D0132,0
Synurophyceae,Synurophyceae,Lasker18Sc130_19_D0133,0
Synurophyceae,Synurophyceae,Lasker18Sc130_3_D0127,0.000155247
Synurophyceae,Synurophyceae,Lasker18Sc130_5_D0128,0.000196604
Synurophyceae,Synurophyceae,Lasker18Sc132_17_D0142,0
Synurophyceae,Synurophyceae,Lasker18Sc132_19_D0143,0
Synurophyceae,Synurophyceae,Lasker18Sc132_3_D0137,0.000197699
Synurophyceae,Synurophyceae,Lasker18Sc132_5_D0138,0.000289834
Synurophyceae,Synurophyceae,Lasker18Sc133_17_D0152,0
Synurophyceae,Synurophyceae,Lasker18Sc133_19_D0153,0
Synurophyceae,Synurophyceae,Lasker18Sc133_3_D0147,0.000146358
Synurophyceae,Synurophyceae,Lasker18Sc133_5_D0148,3.28E-05
Synurophyceae,Synurophyceae,Lasker18Sc134_17_D0163,9.32E-06
Synurophyceae,Synurophyceae,Lasker18Sc134_19_D0164,9.45E-06
Synurophyceae,Synurophyceae,Lasker18Sc134_3_D0158,2.44E-05
