,Lasker18Sc122_3_D0052_VV,Lasker18Sc122_5_D0053_VV,Lasker18Sc122_17_D0057_VV,Lasker18Sc122_19_D0058_VV,Lasker18Sc123_3_D0063_VV,Lasker18Sc123_5_D0064_VV,Lasker18Sc123_17_D0068_VV,Lasker18Sc123_19_D0069_VV,Lasker18Sc124_3_D0073_VV,Lasker18Sc124_5_D0074_VV,Lasker18Sc124_17_D0078_VV,Lasker18Sc124_19_D0079_VV,Lasker18Sc126_3_D0085_VV,Lasker18Sc126_5_D0086_VV,Lasker18Sc126_17_D0090_VV,Lasker18Sc127_3_D0095_VV,Lasker18Sc127_5_D0096_VV,Lasker18Sc127_17_D0100_VV,Lasker18Sc127_19_D0101_VV,Lasker18Sc128_3_D0105_VV,Lasker18Sc128_7_D0107_VV,Lasker18Sc128_16_D0110_VV,Lasker18Sc128_19_D0111_VV,Lasker18Sc129_3_D0116_VV,Lasker18Sc129_5_D0117_VV,Lasker18Sc129_17_D0121_VV,Lasker18Sc129_19_D0122_VV,Lasker18Sc130_3_D0127_VV,Lasker18Sc130_5_D0128_VV,Lasker18Sc130_17_D0132_VV,Lasker18Sc130_19_D0133_VV,Lasker18Sc132_3_D0137_VV,Lasker18Sc132_5_D0138_VV,Lasker18Sc132_17_D0142_VV,Lasker18Sc132_19_D0143_VV,Lasker18Sc133_3_D0147_VV,Lasker18Sc133_5_D0148_VV,Lasker18Sc133_17_D0152_VV,Lasker18Sc133_19_D0153_VV,Lasker18Sc134_3_D0158_VV,Lasker18Sc134_5_D0159_VV,Lasker18Sc134_17_D0163_VV,Lasker18Sc134_19_D0164_VV,Lasker18Sc135_17_D0173_VV,Lasker18Sc135_19_D0174_VV,Lasker18Sc158_3_D0270_VV,Lasker18Sc158_5_D0271_VV,Lasker18Sc158_17_D0275_VV,Lasker18Sc158_19_D0276_VV,CN19_Nisk_SM_Night_100m_1_CX,CN19_Nisk_SM_Day_5m_1_CX,CN19_Nisk_SM_Day_5m_2_CX,CN19_Nisk_SM_Day_10m_1_CX,CN19_Nisk_SM_Day_10m_2_CX,CN19_Nisk_SM_Day_100m_1_CX,CN19_Nisk_SM_Day_100m_2_CX,CN19_Nisk_SM_Day_100m_3_CX,CN19_Nisk_SM_Dusk_5m_2_CX,CN19_Nisk_SM_Dusk_50m_2_CX,CN19_Nisk_SM_Dusk_100m_1_CX,CN19_Nisk_SM_Dusk_100m_2_CX,CN19_Nisk_SM_Dusk_100m_3_CX,CN19_Nisk_SM_Night_5m_1_CX,CN19_Nisk_SM_Night_5m_2_CX,CN19_Nisk_SM_Night_23m_1_CX,CN19_Nisk_SM_Night_23m_2_CX,CN19_Nisk_SM_Night_100m_2_CX,CN19_Nisk_SM_Night_100m_3_CX,CN19_Buck4_SM_Night_0m_1_CX,CN19_Buck4_SM_Night_0m_2_CX,CN19_Nisk_SM_Dawn_11m_1_CX,CN19_Nisk_PB_Day_100m_3_CX,CN19_Nisk_PB_Dusk_70m_3_CX,CN19_Nisk_PB_Night_5m_1_CX,CN19_Nisk_PB_Night_15m_1_CX,CN19_Nisk_SM_Dawn_5m_1_CX,CN19_Nisk_SM_Dawn_11m_2_CX,CN19_Nisk_SM_Dawn_100m_1_CX,CN19_Nisk_SM_Dawn_100m_2_CX,CN19_Nisk_SM_Dawn_100m_3_CX,CN19_Nisk_PB_Day_5m_1_CX,CN19_Nisk_PB_Day_5m_2_CX,CN19_Nisk_PB_Day_28m_1_CX,CN19_Nisk_PB_Day_28m_2_CX,CN19_Nisk_PB_Day_100m_1_CX,CN19_Nisk_PB_Day_100m_2_CX,CN19_Nisk_PB_Dusk_5m_1_CX,CN19_Nisk_PB_Dusk_5m_2_CX,CN19_Nisk_PB_Dusk_10m_1_CX,CN19_Nisk_PB_Dusk_10m_2_CX,CN19_Nisk_PB_Dusk_70m_1_CX,CN19_Nisk_PB_Dusk_70m_2_CX,CN19_Nisk_PB_Night_15m_2_CX,CN19_Nisk_PB_Night_100m_2_CX,CN19_Buck5_0m_1_CX,CN19_Nisk_PB_Dawn_5m_1_CX,CN19_Nisk_PB_Dawn_45m_1_CX,CN19_Nisk_PB_Dawn_45m_2_CX,CN19_Nisk_PB_Dawn_100m_2_CX,CN19_Nisk_MO_Night_7m_1_CX,CN19_Nisk_MO_Night_7m_2_CX,CN19_Nisk_MO_Night_100m_3_CX,CN19_Nisk_MO_Dawn_5m_2_CX,CN19_Nisk_MO_Dawn_26m_2_CX,CN19_Nisk_MO_Dawn_100m_2_CX,CN19_Nisk_MO_Dawn_100m_3_CX,CN19_Nisk_PS_Dusk_75m_2_CX,CN19_Nisk_PS_Dusk_10m_2_CX,CN19_Nisk_PS_Dawn_10m_2_CX,CN19_Nisk_PS_Dawn_100m_2_CX,CN19_Nisk_PS_Dawn_100m_3_CX,CN19_Buck1_SN_0m_1_CX,CN19_Buck1_SN_0m_2_CX,CN19_Buck2_SN_0m_1_CX,CN19_Buck3_SN_0m_1_CX,CN19_Nisk_SM_Dusk_5m_1_CX,CN19_Nisk_PB_Night_5m_2_CX,CN19_Nisk_PB_Night_100m_3_CX,CN19_Buck5_0m_2_CX,CN19_Nisk_PB_Dawn_5m_2_CX,CN19_Nisk_PB_Dawn_100m_1_CX,CN19_Nisk_PB_Dawn_100m_3_CX,CN19_Nisk_MO_Night_5m_1_CX,CN19_Nisk_MO_Dawn_100m_1_CX,CN19_Nisk_Far_5m_1_CX,CN19_Nisk_Far_5m_2_CX,CN19_Nisk_PS_Dusk_75m_1_CX,CN19_Nisk_PS_Dusk_75m_3_CX,CN19_Nisk_PS_Dusk_10m_1_CX,CN19_Nisk_PS_Dusk_5m_1_CX,CN19_Nisk_PS_Dusk_5m_2_CX,CN19_Nisk_PS_Dawn_5m_1_CK,CN19_Nisk_PS_Dawn_10m_1_CK,CN19_Nisk_PS_Dawn_100m_1_CK,CN19_Buck2_SN_0m_2_CK,CN19_Nisk_SM_Dusk_50m_1_CK,CN19_Nisk_MO_Dawn_5m_1_CK,CN19_Nisk_Dav_Dawn_27m_2_CK,CN19_Nisk_Dav_Dusk_5m_1_CK,CN19_Nisk_Dav_Dusk_5m_2_CK,CN19_Nisk_Dav_Dusk_13m_1_CK,CN19_Nisk_Dav_Dusk_13m_3_CK,CN19_Nisk_Dav_Dusk_70m_1_CK,CN19_Nisk_Dav_Dusk_70m_2_CK,CN19_Nisk_Dav_Dusk_70m_3_CK,CN19_Buck6_Dav_Night_0m_1_CK,CN19_Buck6_Dav_Night_0m_2_CK,CN19_Nisk_Dav_Predusk_12m_1_CK,CN19_Nisk_MO_Night_5m_2_CK,CN19_Nisk_MO_Night_100m_2_CK,CN19_Nisk_MO_Dawn_26m_1_CK,CN19_Nisk_Dav_Dawn_5m_1_CK,CN19_Nisk_Dav_Dawn_5m_2_CK,CN19_Nisk_Dav_Dawn_27m_1_CK,CN19_Nisk_Dav_Dawn_100m_1_CK,CN19_Nisk_Dav_Dawn_100m_2_CK,CN19_Nisk_Dav_Dawn_100m_3_CK,CN19_Nisk_Far_13m_1_CK,CN19_Nisk_Far_13m_2_CK,CN19_Nisk_Far_60m_1_CK,CN19_Nisk_Far_60m_2_CK,CN19_Nisk_Far_60m_3_CK,CN18Sc09_2_eDNA_Y,CN18Sc10_2_eDNA_Y,CN18Sc14_2_eDNA_Y,CN18Sc14_8_eDNA_Y,CN18Sc15_2_eDNA_Y,CN18Sc15_8_eDNA_Y,CN18Sc18_2_eDNA_Y,CN18Sc18_8_eDNA_Y,CN18Sc27_2_eDNA_Y,CN18Sc27_8_eDNA_Y,CN18SESPkoa_SC49_Y,CN18SESPkoa_SC47_Y,CN18SESPkoa_SC45_Y,CN18SESPkoa_SC44_Y,CN18SESPkoa_SC41_Y,CN18SESPkoa_SC40_Y,CN18SESPkoa_SC39_Y,CN18SESPkoa_SC37_Y,CN18SESPkoa_SC36_Y,CN18FESPkoa_SC24_FF,CN18FESPkoa_SC26_FF,CN18FESPkoa_SC29_FF,CN18FESPkoa_SC30_FF,CN18FESPkoa_SC31_FF,CN18FESPkoa_SC32_FF,CN18FESPkoa_SC34_FF,CN18FESPkoa_SC35_FF,CN18FESPkoa_SC37_FF,CN18FESPkoa_SC40_FF,CN18FESPkoa_SC41_FF,CN18FESPkoa_SC43_FF,CN18FESPkoa_SC44_FF,CN18FESPkoa_SC46_FF,CN18FESPkoa_SC47_FF,CN18FESPkoa_SC49_FF,CN18FESPkoa_SC52_FF,CN18FESPkoa_SC53_FF,CN18FESPkoa_SC55_FF,CN18FESPkoa_SC56_FF,CN18FESPkoa_SC57_FF,CN18FESPkoa_SC58_FF,CN18Fc12_8_eDNA_GG,CN18Fc19_5_eDNA_GG,CN18Fc21_6_eDNA_GG,CN18Fc22_6_eDNA_GG,CN18Fc24_6_eDNA_GG,CN18Fc25_5_eDNA_GG,CN18Fc27_4_eDNA_GG,CN18Fc29_6_eDNA_GG,CN18Fc30_4_eDNA_GG,CN18Fc32_4_eDNA_GG,CN18Fc33_5_eDNA_GG,CN18Fc35_5_eDNA_GG,CN18Fc36_6_eDNA_GG,CN18Fc38_5_eDNA_GG,CN18Fc40_6_eDNA_GG,CN18Fc41_6_eDNA_GG,CN18Fc43_5_eDNA_GG,CN18Fc44_8_eDNA_GG,CN18Fc46_8_eDNA_GG,CN18Fc47_6_eDNA_GG,CN18Fc49_6_eDNA_GG,CN18Fc51_5_eDNA_GG
ASV_1353,0,0,27,56,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,8,0,0,0,84,59,32,126,5,0,0,0,13,0,24,1,4,11,3,0,0,6,193,200,44,50,1,0,9,4,27,17,0,4,6,0,15,244,31,52,0,1,0,0,35,155,0,0,0,20,32,0,0,0,7,0,6,12,0,0,6,292,0,0,0,0,0,0,0,0,1,8,11,50,7,2,4,20,29,0,0,0,0,0,0,0,0,0,0,24,0,0,150,18,22,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV_1354,0,0,0,0,0,6,0,0,4,0,0,0,3,0,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,10,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,7,0,0,0,0,0,7,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,11,0,2,0,2,0,20,0,6,4,7,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1355,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,0,22,3,9,0,0,15,7,3,0,4,7,18,18,0,0,24,24,0,0,1,0,2,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,10,0,4,2,7,16,0,0,15,9,16,10,135,144,8,0,12,2,15,4,0,4,7,6,0,0,3,3,0,24,22,0,9,18,0,0,0,2,26,0,0,0,0,0,0,10,15,0,0,0,0,0,67,0,61,70,0,0,5,7,17,37,7,0,0,1,20,0,16,33,1,3,0,0,1,1847,81,270,74,0,52,702,497,246,0,0,0,96,68,0,0,0,0,0,33,0,0,4,0,3,0,6,8,9,0,15,19,0,16,0,7,0,0,0,6,0,0,0,28,7,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0,0,2,0,0,8
ASV_1356,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1359,16,76,0,0,9,9,0,0,31,46,0,0,42,36,0,26,87,2,0,2,16,0,0,2,2,0,0,14,58,0,0,25,23,0,0,28,26,0,3,3,5,0,0,0,0,4,3,0,0,56,0,0,0,3,47,42,39,0,0,37,0,51,0,0,0,0,32,35,0,0,0,39,0,0,0,0,0,16,62,5,0,0,0,0,71,59,0,0,0,0,0,4,0,14,0,0,0,0,78,0,0,43,0,0,78,114,18,0,0,41,44,0,0,0,0,0,0,13,0,0,139,68,0,42,0,0,31,58,2,0,9,0,0,38,0,0,0,0,0,0,0,0,4,4,15,0,0,2,0,70,0,0,0,5,55,76,0,0,0,13,13,9,22,43,46,27,19,0,13,0,20,0,20,25,15,0,0,10,0,24,1,8,3,0,0,3,3,0,1,0,0,2,2,7,1,0,1,0,0,1,0,1,0,2,0,4,0,10,0,0,0,0,3,3,7,0,0,0,0,3,8,0,0,4,0
ASV_1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,3,0,0,0,351,0
ASV_1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,2,7,0,0,0,78,116,46,69,0,0,1,5,2,0,0,0,4,2,2,0,0,8,632,681,34,66,1,7,0,3,0,0,2,2,1,9,260,761,605,713,0,11,0,0,31,576,0,0,0,1,88,1,0,7,17,37,11,29,1,6,371,949,1,0,5,0,0,0,3,0,4,0,0,115,64,0,7,11,47,0,0,5,1,0,0,0,0,36,1,548,2,0,794,236,183,682,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,8,15,1,1,0,5,9,3,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,9,1,1,0,6,18
ASV_1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
ASV_1368,0,4,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,2,2,0,0,0,0,0,0,5,3,0,0,4,6,0,0,18,5,0,0,0,1,0,0,0,0,0,1,0,0,37,0,0,0,0,39,28,28,0,0,80,0,103,0,0,0,0,15,15,0,0,0,26,0,0,0,0,0,12,9,0,0,0,0,0,20,37,0,0,0,0,0,0,0,21,0,0,0,0,14,0,0,34,0,0,51,45,12,0,0,6,12,0,0,0,0,0,0,6,0,0,18,51,0,40,0,0,19,15,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,26,0,0,0,0,46,38,0,0,0,7,8,4,23,36,29,13,17,0,17,0,21,0,30,34,21,0,0,19,0,33,3,3,0,0,0,0,0,3,1,2,0,0,5,0,0,0,3,0,3,3,1,0,4,1,0,0,0,3,7,0,0,0,9,0,11,0,0,0,0,1,0,0,0,0,1
ASV_1369,16,36,0,0,10,36,0,0,7,26,1,0,11,17,0,9,40,0,0,2,7,0,0,2,1,0,0,11,25,0,0,16,23,0,0,18,23,0,0,10,5,0,0,0,0,22,2,1,0,35,0,0,1,0,23,26,57,0,0,47,0,50,0,3,0,0,18,51,0,0,0,38,0,0,0,0,0,10,24,5,0,0,0,0,57,81,3,0,1,0,1,2,0,22,0,0,1,0,19,0,0,36,0,0,67,41,30,0,0,43,6,0,0,0,0,0,0,11,0,0,34,57,0,35,0,0,28,34,0,0,1,0,0,36,0,0,0,0,0,0,0,0,2,15,14,0,0,0,0,69,0,0,0,1,101,87,0,0,0,37,19,29,17,32,23,36,29,0,9,11,6,1,25,22,13,0,0,7,0,15,5,27,22,30,19,8,20,8,13,15,29,14,19,18,10,26,10,35,21,15,23,13,28,13,10,16,9,12,22,9,12,7,40,12,35,8,3,2,6,14,13,1,3,9,7
ASV_1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,2,4,3,0,1,8,1,0,0,0,20,0,0,0,0,12,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,4,0,0,0,0,0,0,0,0,0,0,5,0,0,9,2,3,26,19,16,2,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,1,0,2,0,0,0,0,0,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,110,15,10,6,0,13,6,7,9,4,32,0,0,0,0,9,9,1,6,14,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,0,0,0,0,0,0,0,5,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,59,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,5,5,14,0,2,10,0,10,0,0,2,0,28,35,0,0,0,9,0,0,1,0,0,4,32,3,1,0,0,0,0,11,7,1,0,4,4,6,0,4,0,0,1,0,0,0,0,0,1,0,50,8,14,0,0,16,0,0,0,0,1,1,1,0,1,1,5,0,0,12,0,0,32,36,0,2,4,0,0,56,0,6,0,0,0,0,0,0,4,10,7,2,0,0,2,11,0,0,1,0,49,89,0,0,1,28,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,22,19,0,56,8,20,4,101,16,77,44,24,0,6,14,11,2,0,17,11
ASV_1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1377,1,3,24,56,7,9,0,0,0,0,6,4,0,2,1,0,7,0,0,0,0,4,8,1,7,11,0,3,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,11,3,5,6,15,0,7,4,26,14,9,0,35,144,176,71,90,28,27,2,24,11,0,2,0,4,14,19,2,1,27,124,132,20,41,0,1,4,4,3,10,8,16,0,8,132,97,19,31,0,12,15,4,86,39,11,0,13,11,30,11,12,86,147,121,33,21,7,14,154,120,0,0,22,1,12,8,13,16,11,8,39,37,30,15,74,15,84,0,14,0,4,1,2,10,6,37,3,15,34,9,85,49,78,23,2,9,0,2,2,8,0,0,0,1,0,0,0,0,0,4,1,0,1,2,1,0,0,0,0,0,0,4,6,17,11,10,14,14,15,6,10,6,12,8,4,16,2,9,18,0,18,8,11,3,11,9,7,6,6,7,8,2,12,3,6,11,0,5,5,6,8,9,2,3,3
ASV_1378,0,0,0,0,4,2,0,0,0,0,0,0,0,9,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,1,0,0,0,0,1,0,0,0,0,4,9,0,2,28,9,0,13,0,7,0,13,0,6,6,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1381,7,37,0,0,11,21,0,0,10,64,0,0,59,50,0,43,101,0,0,14,32,0,0,8,3,0,0,16,53,0,0,25,23,0,0,26,41,0,1,4,0,0,0,0,0,4,0,0,3,27,0,0,0,0,26,26,62,0,0,49,1,35,0,0,0,0,4,22,0,0,0,47,0,0,0,0,0,24,48,3,0,0,0,0,67,66,0,0,0,0,1,0,0,13,0,0,0,0,75,0,0,42,0,0,75,66,19,0,0,39,42,0,0,0,0,0,0,11,0,0,28,56,0,39,0,0,30,34,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,28,26,0,0,0,0,36,0,0,0,0,76,72,0,0,0,21,22,23,57,76,47,20,56,0,21,0,21,0,52,72,62,0,0,17,0,52,2,1,0,0,0,2,2,1,5,5,0,3,0,0,0,14,3,4,0,0,0,0,0,0,0,2,1,0,3,0,0,0,3,0,3,0,0,2,0,3,3,0,0,0,0
ASV_1382,3,3,14,8,2,3,0,1,0,1,3,6,0,0,2,0,1,0,1,0,0,3,1,2,1,2,1,0,4,0,0,2,0,0,0,1,0,0,0,4,15,0,0,0,0,11,2,0,0,6,0,2,0,2,11,2,2,0,2,5,90,20,19,45,24,34,1,11,0,4,1,5,3,1,0,4,0,0,0,0,13,4,1,6,4,7,0,0,0,2,2,3,0,5,11,8,14,19,1,1,0,3,13,16,1,6,3,4,1,2,1,18,12,25,8,8,1,2,14,9,4,5,4,6,1,4,12,3,2,3,2,0,2,9,21,8,11,1,3,4,0,0,0,0,6,12,1,15,8,0,15,12,15,11,15,25,0,5,3,3,4,0,0,2,1,4,3,4,1,10,0,2,0,0,1,0,0,0,0,0,1,19,31,14,28,16,25,33,24,26,12,8,19,23,12,36,21,29,28,22,23,22,36,14,14,20,17,5,18,17,21,5,38,28,24,10,10,9,12,15,31,12,0,8,19
